fertilizer_input_id,result_id,result_id_parent,fertilizer_input_uid,entity_system_id,fertilizer_type,n_ammonium,n_nitrate,n_urea,n_total,p_content,uom_p,k_content,uom_k,total_ingredients,application_rate,uom_application_rate,fertilizer_unit,application_method,manufactured_in,fa_name,country,business_name,date_created,date_synched,data_versioning,last_modified_by,last_updated,entity_id
45,1470157558594437049,1470157558594436608,zEADwIc6RHB,CA0422052,Ammonium sulphate - 21% N,,,,,,,,,,250.0,kg / ha,product,Broadcast,SE Asia 2014,TIEN PHAM,Vietnam,Nescafe,2024-11-21 22:43:02,2024-12-03 05:11:47,0.1,TIEN PHAM,2025-01-09 08:38:07,127
46,1470157558594436893,1470157558594436608,QJh4hIlETSq,CA0422052,Urea - 46% N,,,,,,,,,,400.0,kg / ha,product,Apply in solution,SE Asia 2014,TIEN PHAM,Vietnam,Nescafe,2024-11-21 22:43:02,2024-12-03 05:11:40,0.1,TIEN PHAM,2025-01-09 08:38:07,127
47,1470157558590522272,1470157558590504890,nxrjxltnSQe,DL0322021,Compose your own NPK,0.0,0.0,17.0,17.0,7.0,p2o5,17.0,K2O,41.0,488.0,kg / ha,product,Broadcast,SE Asia 2014,TIEN PHAM,Vietnam,Nescafe,2024-11-19 08:19:16,2024-12-02 09:28:04,0.2,TIEN PHAM,2025-01-09 08:37:46,208
48,1470157558593960258,1470157558593959053,xaAq6bfyGFU,CA0422007,Compost (zero emissions) - 1% N,,,,,,,,,,5000.0,kg / ha,product,Broadcast,,TIEN PHAM,Vietnam,Nescafe,2024-11-21 16:32:27,2024-11-23 02:48:57,0.0,TIEN PHAM,2025-01-09 08:39:16,225
49,1470157558595790245,1470157558593920376,SOW7lt6N7W1,CA0423143,Compose your own NPK,0.0,0.0,0.0,0.0,0.0,p2o5,60.0,K2O,60.0,522.0,kg / ha,product,Broadcast,SE Asia 2014,TIEN PHAM,Vietnam,Nescafe,2024-11-22 17:53:35,2024-12-03 05:51:34,0.0,TIEN PHAM,2025-01-09 08:38:25,306
50,1470157558595790007,1470157558593920376,e6z9gzf172g,CA0423143,Urea - 46% N,,,,,,,,,,666.0,kg / ha,product,Broadcast,,TIEN PHAM,Vietnam,Nescafe,2024-11-22 17:53:34,2024-12-03 05:51:33,0.0,TIEN PHAM,2025-01-09 08:38:25,306
51,1470157558595789769,1470157558593920376,mxrskwHalXT,CA0423143,Broiler/Turkey litter - 3% N,,,,,,,,,,1044.0,kg / ha,product,Broadcast,,TIEN PHAM,Vietnam,Nescafe,2024-11-22 17:53:34,2024-12-03 05:51:34,0.0,TIEN PHAM,2025-01-09 08:38:25,306
52,1470157558593921507,1470157558593920376,r7XC3yi98xL,CA0423143,Compose your own NPK,0.0,0.0,17.0,17.0,7.0,p2o5,17.0,K2O,41.0,522.0,kg / ha,product,Broadcast,SE Asia 2014,TIEN PHAM,Vietnam,Nescafe,2024-11-21 15:38:51,2024-12-03 05:51:33,0.0,TIEN PHAM,2025-01-09 08:38:25,306
53,1470157558593920916,1470157558593920376,dVHpSKxglVf,CA0423143,Compose your own NPK,0.0,0.0,16.0,16.0,16.0,p2o5,8.0,K2O,40.0,653.0,kg / ha,product,Broadcast,SE Asia 2014,TIEN PHAM,Vietnam,Nescafe,2024-11-21 15:38:50,2024-12-03 05:51:33,0.0,TIEN PHAM,2025-01-09 08:38:25,306
54,1470157558593920686,1470157558593920376,FGZpCXkNkg3,CA0423143,Broiler/Turkey litter - 3% N,,,,,,,,,,10444.0,kg / ha,product,Broadcast,,TIEN PHAM,Vietnam,Nescafe,2024-11-21 15:38:49,2024-12-03 05:51:31,0.0,TIEN PHAM,2025-01-09 08:38:25,306
55,1470157558590482811,1470157558590481248,ylaERWF0lrz,DL0322016,Compose your own NPK,0.0,0.0,16.0,16.0,8.0,p2o5,16.0,K2O,24.0,274.5,kg / ha,product,Broadcast,SE Asia 2014,TIEN PHAM,Vietnam,Nescafe,2024-11-19 07:07:19,2024-11-22 18:50:02,0.0,TIEN PHAM,2025-01-09 08:40:04,64
56,1470157558590482581,1470157558590481248,ma5Vj9Nekna,DL0322016,Compose your own NPK,0.0,0.0,16.0,16.0,8.0,p2o5,16.0,K2O,40.0,274.5,kg / ha,product,Broadcast,SE Asia 2014,TIEN PHAM,Vietnam,Nescafe,2024-11-19 07:07:19,2024-11-22 18:50:01,0.0,TIEN PHAM,2025-01-09 08:40:04,64
57,1470157558590481974,1470157558590481248,bu9ZwJYLduz,DL0322016,Compose your own NPK,0.0,0.0,16.0,16.0,8.0,p2o5,16.0,K2O,40.0,274.5,kg / ha,product,Broadcast,SE Asia 2014,TIEN PHAM,Vietnam,Nescafe,2024-11-19 07:07:18,2024-11-22 18:50:00,0.0,TIEN PHAM,2025-01-09 08:40:04,64
58,1470157558590481744,1470157558590481248,B1QdD8x7D0S,DL0322016,Compose your own NPK,0.0,0.0,16.0,16.0,8.0,p2o5,16.0,K2O,40.0,274.5,kg / ha,product,Broadcast,SE Asia 2014,TIEN PHAM,Vietnam,Nescafe,2024-11-19 07:07:17,2024-11-22 18:49:58,0.0,TIEN PHAM,2025-01-09 08:40:04,64
59,1470157558594580747,1470157558591893090,DoQYueeg3jL,CA0124117,Compose your own NPK,16.0,0.0,0.0,16.0,16.0,p2o5,8.0,K2O,40.0,859.0,kg / ha,product,Broadcast,SE Asia 2014,HUY NGUYEN,Vietnam,Nescafe,2024-11-22 00:44:12,2024-12-03 05:33:54,0.1,HUY NGUYEN,2025-01-09 08:38:38,294
60,1470157558594580287,1470157558591893090,BQYhC1Bp4jN,CA0124117,Compost (zero emissions) - 1% N,,,,,,,,,,2146.0,kg / ha,product,Apply in solution,,HUY NGUYEN,Vietnam,Nescafe,2024-11-22 00:43:56,2024-12-03 05:33:53,0.1,HUY NGUYEN,2025-01-09 08:38:38,294
61,1470157558591135212,1470157558590384428,NDM38ze3BOu,CA0222008,Compose your own NPK,16.0,0.0,0.0,16.0,16.0,p2o5,20.0,K2O,52.0,500.0,kg / ha,product,Broadcast,SE Asia 2014,HUY NGUYEN,Vietnam,Nescafe,2024-11-19 17:48:27,2024-11-19 17:48:27,,HUY NGUYEN,2025-01-09 08:39:38,170
62,1470157558591134221,1470157558590384428,cTI6AdkIAYh,CA0222008,Compost (zero emissions) - 1% N,,,,,,,,,,1333.0,kg / ha,product,Broadcast,,HUY NGUYEN,Vietnam,Nescafe,2024-11-19 17:48:26,2024-12-06 04:46:08,0.2,HUY NGUYEN,2025-01-09 08:39:38,170
63,1470157558589690819,1470157558589155539,c4psegOifgz,DL0322038,Compose your own NPK,16.0,0.0,0.0,16.0,16.0,p2o5,8.0,K2O,40.0,469.0,kg / ha,product,Broadcast,SE Asia 2014,HUY NGUYEN,Vietnam,Nescafe,2024-11-18 16:49:40,2024-11-18 16:49:40,,HUY NGUYEN,2025-01-09 08:39:03,209
64,1470157558589719895,1470157558588954798,mcAciD0mNEs,DL0422042,Compose your own NPK,16.0,0.0,0.0,16.0,8.0,p2o5,16.0,K2O,40.0,500.0,kg / ha,product,Broadcast,SE Asia 2014,HUY NGUYEN,Vietnam,Nescafe,2024-11-18 17:15:07,2024-11-18 17:15:07,,HUY NGUYEN,2025-01-09 08:40:17,295
65,1470157558589719048,1470157558588954798,JUFCneyv3iC,DL0422042,Compose your own NPK,0.0,0.0,0.0,0.0,15.0,p2o5,0.0,K2O,15.0,1000.0,kg / ha,product,Broadcast,SE Asia 2014,HUY NGUYEN,Vietnam,Nescafe,2024-11-18 17:15:05,2024-12-02 08:30:24,1.0,HUY NGUYEN,2025-01-09 08:40:17,295
66,1470157558591781359,1470157558590416000,jLDg1Qi4Mx0,DL0822011,Compose your own NPK,16.0,0.0,0.0,16.0,16.0,p2o5,8.0,K2O,40.0,500.0,kg / ha,product,Broadcast,SE Asia 2014,HUY NGUYEN,Vietnam,Nescafe,2024-11-19 23:19:12,2024-11-19 23:19:12,,HUY NGUYEN,2025-01-09 08:37:54,325
67,1470157558591782476,1470157558590416000,AKcSQrXZjM5,DL0822011,Compost (zero emissions) - 1% N,,,,,,,,,,1000.0,kg / ha,product,Broadcast,,HUY NGUYEN,Vietnam,Nescafe,2024-11-19 23:19:36,2024-11-19 23:19:36,,HUY NGUYEN,2025-01-09 08:37:54,325
68,1470157558591807208,1470157558590430492,ccrRsCTnSEW,DL0822022,Compose your own NPK,18.0,0.0,0.0,18.0,18.0,p2o5,6.0,K2O,42.0,500.0,kg / ha,product,Broadcast,SE Asia 2014,HUY NGUYEN,Vietnam,Nescafe,2024-11-19 23:42:16,2024-12-03 06:47:22,0.2,HUY NGUYEN,2025-01-09 08:40:21,68
69,1470157558591806356,1470157558590430492,xf9f3vWva8a,DL0822022,Compose your own NPK,18.0,0.0,0.0,18.0,18.0,p2o5,6.0,K2O,42.0,500.0,kg / ha,product,Broadcast,SE Asia 2014,HUY NGUYEN,Vietnam,Nescafe,2024-11-19 23:42:07,2024-12-03 06:56:20,0.2,HUY NGUYEN,2025-01-09 08:40:21,68
70,1470157558591805970,1470157558590430492,ArX61uRCFXK,DL0822022,Ammonium sulphate - 21% N,,,,,,,,,,375.0,kg / ha,product,Apply in solution,SE Asia 2014,HUY NGUYEN,Vietnam,Nescafe,2024-11-19 23:41:52,2024-11-19 23:41:52,,HUY NGUYEN,2025-01-09 08:40:21,68
71,1470157558594525367,1470157558592062424,kcgHZPFSG34,CA0122009,Poultry layer digestate - 1.9% N,,,,,,,,,,1667.0,kg / ha,product,Broadcast,,HUY NGUYEN,Vietnam,Nescafe,2024-11-22 00:17:39,2024-12-03 05:26:53,0.1,HUY NGUYEN,2025-01-09 08:38:46,48
72,1470157558594528516,1470157558592062424,fscT02CpBSi,CA0122009,Poultry layer digestate - 1.9% N,,,,,,,,,,1111.0,kg / ha,product,Broadcast,,HUY NGUYEN,Vietnam,Nescafe,2024-11-22 00:19:43,2024-12-03 05:26:53,0.1,HUY NGUYEN,2025-01-09 08:38:46,48
73,1470157558594529014,1470157558592062424,o3z39rCvBwK,CA0122009,Compose your own NPK,21.0,0.0,0.0,21.0,11.0,p2o5,8.0,K2O,40.0,111.0,kg / ha,product,Apply in solution,SE Asia 2014,HUY NGUYEN,Vietnam,Nescafe,2024-11-22 00:19:45,2024-12-04 16:43:22,0.1,HUY NGUYEN,2025-01-09 08:38:46,48
74,1470157558594529868,1470157558592062424,cChAbtrGv5M,CA0122009,Compose your own NPK,16.0,0.0,0.0,16.0,16.0,p2o5,8.0,K2O,40.0,278.0,kg / ha,product,Broadcast,SE Asia 2014,HUY NGUYEN,Vietnam,Nescafe,2024-11-22 00:19:47,2024-11-22 00:19:47,,HUY NGUYEN,2025-01-09 08:38:46,48
75,1470157558594491375,1470157558591953965,Llyx8cXubNa,CA0122027,Compose your own NPK,10.0,0.0,0.0,10.0,10.0,p2o5,30.0,K2O,50.0,500.0,kg / ha,product,Broadcast,SE Asia 2014,HUY NGUYEN,Vietnam,Nescafe,2024-11-21 23:55:43,2024-11-21 23:55:43,,HUY NGUYEN,2025-01-09 08:38:20,224
76,1470157558594491145,1470157558591953965,ciPcKrJMyiF,CA0122027,Compose your own NPK,20.0,0.0,0.0,20.0,15.0,p2o5,15.0,K2O,50.0,500.0,kg / ha,product,Apply in solution,SE Asia 2014,HUY NGUYEN,Vietnam,Nescafe,2024-11-21 23:55:43,2024-11-21 23:55:43,,HUY NGUYEN,2025-01-09 08:38:20,224
77,1470002575960588558,1470002575960585973,vGQiiAAQ9BL,L-10004-75-10-0617-4536,Compose your own NPK,0.0,0.0,20.0,20.0,20.0,p2o5,15.0,K2O,55.0,640.0,kg / ha,product,Broadcast,SE Asia 2014,YEN NGUYEN,Vietnam,Nescafe,2024-07-29 15:51:58,2024-07-29 15:51:58,,YEN NGUYEN,2024-11-29 06:27:26,28
78,1470002575935256183,1470002575935255311,a0IqrScT8ur,L-10004-75-11-1217-323,Compose your own NPK,0.0,16.0,0.0,16.0,16.0,p2o5,8.0,K2O,40.0,500.0,kg / ha,product,Broadcast,SE Asia 2014,HUY NGUYEN,Vietnam,Nescafe,2024-07-08 13:29:15,2024-07-08 13:29:15,,HUY NGUYEN,2024-11-29 06:12:37,160
79,1470002575935255955,1470002575935255311,xbs3AXG89Bd,L-10004-75-11-1217-323,Compose your own NPK,0.0,16.0,0.0,16.0,5.0,p2o5,17.0,K2O,38.0,500.0,kg / ha,product,Broadcast,SE Asia 2014,HUY NGUYEN,Vietnam,Nescafe,2024-07-08 13:29:07,2024-07-08 13:29:07,,HUY NGUYEN,2024-11-29 06:12:37,160
80,1470002575935235280,1470002575935234678,lCr3gVnmhET,L-10004-75-11-1217-4166,Ammonium sulphate - 21% N,,,,,,,,,,200.0,kg / ha,product,Broadcast,SE Asia 2014,HUY NGUYEN,Vietnam,Nescafe,2024-07-08 13:07:24,2024-07-08 13:07:24,,HUY NGUYEN,2024-11-29 06:12:21,119
81,1470002575935234906,1470002575935234678,ScrJ2Uwvtd5,L-10004-75-11-1217-4166,Compose your own NPK,0.0,20.0,0.0,20.0,10.0,p2o5,10.0,K2O,40.0,300.0,kg / ha,product,Apply in solution,SE Asia 2014,HUY NGUYEN,Vietnam,Nescafe,2024-07-08 13:07:23,2024-07-08 13:07:23,,HUY NGUYEN,2024-11-29 06:12:21,119
82,1470002575935217013,1470002575935216785,xQtToAF1GrT,L-10004-75-11-1217-4508,Compose your own NPK,0.0,20.0,0.0,20.0,10.0,p2o5,10.0,K2O,40.0,333.0,kg / ha,product,Apply in solution,SE Asia 2014,HUY NGUYEN,Vietnam,Nescafe,2024-07-08 12:47:13,2024-10-18 09:20:17,1.0,HUY NGUYEN,2024-11-29 06:19:50,66
83,1470002575935217241,1470002575935216785,VHYN2GKnKwJ,L-10004-75-11-1217-4508,Compose your own NPK,0.0,16.0,0.0,16.0,16.0,p2o5,8.0,K2O,40.0,467.0,kg / ha,product,Broadcast,SE Asia 2014,HUY NGUYEN,Vietnam,Nescafe,2024-07-08 12:47:13,2024-10-18 09:20:15,1.0,HUY NGUYEN,2024-11-29 06:19:50,66
84,1470002575935217533,1470002575935216785,NR1Lr3ukNkO,L-10004-75-11-1217-4508,Compose your own NPK,0.0,0.0,0.0,0.0,15.0,p2o5,0.0,K2O,15.0,167.0,kg / ha,product,Broadcast,SE Asia 2014,HUY NGUYEN,Vietnam,Nescafe,2024-07-08 12:47:14,2024-11-26 09:14:43,1.0,HUY NGUYEN,2024-11-29 06:19:50,66
85,1470002575935217679,1470002575935216785,YUUTFU3xjYM,L-10004-75-11-1217-4508,Compose your own NPK,0.0,0.0,0.0,0.0,0.0,p2o5,60.0,K2O,60.0,167.0,kg / ha,product,Broadcast,SE Asia 2014,HUY NGUYEN,Vietnam,Nescafe,2024-07-08 12:47:14,2024-11-26 09:14:43,1.0,HUY NGUYEN,2024-11-29 06:19:50,66
86,1470002575935218053,1470002575935216785,fZKnOQFdaXX,L-10004-75-11-1217-4508,Compost (fully aerated production) - 1% N,,,,,,,,,,2167.0,kg / ha,product,Broadcast,World,HUY NGUYEN,Vietnam,Nescafe,2024-07-08 12:47:15,2024-10-18 09:20:18,1.0,HUY NGUYEN,2024-11-29 06:19:50,66
87,1470002575934623564,1470002575934622896,IVPfn2VRgvA,L-10004-75-11-1217-334,Compose your own NPK,0.0,20.0,0.0,20.0,5.0,p2o5,6.0,K2O,31.0,568.0,kg / ha,product,Apply in solution,SE Asia 2014,HUY NGUYEN,Vietnam,Nescafe,2024-07-08 04:01:17,2024-11-18 06:41:18,2.0,HUY NGUYEN,2024-11-29 06:17:56,287
88,1470002575934623886,1470002575934622896,x31MQJHccE8,L-10004-75-11-1217-334,Compose your own NPK,0.0,16.0,0.0,16.0,16.0,p2o5,8.0,K2O,40.0,511.0,kg / ha,product,Broadcast,SE Asia 2014,HUY NGUYEN,Vietnam,Nescafe,2024-07-08 04:01:25,2024-11-18 06:41:19,2.0,HUY NGUYEN,2024-11-29 06:17:56,287
89,1470002575934625033,1470002575934622896,AeKQ3wzl8L7,L-10004-75-11-1217-334,Compose your own NPK,0.0,0.0,0.0,0.0,0.0,p2o5,60.0,K2O,60.0,114.0,kg / ha,product,Broadcast,SE Asia 2014,HUY NGUYEN,Vietnam,Nescafe,2024-07-08 04:01:56,2024-11-18 06:41:20,2.0,HUY NGUYEN,2024-11-29 06:17:56,287
90,1470002575934625538,1470002575934622896,LMlqSAvNGtE,L-10004-75-11-1217-334,Cattle manure - 0.6% N,,,,,,,,,,2272.0,kg / ha,product,Broadcast,,HUY NGUYEN,Vietnam,Nescafe,2024-07-08 04:02:11,2024-11-18 06:41:21,2.0,HUY NGUYEN,2024-11-29 06:17:56,287
91,1470002575935189321,1470002575935135472,vzDOBO2N6CT,L-10004-75-11-1217-1680,Compose your own NPK,0.0,20.0,0.0,20.0,10.0,p2o5,8.0,K2O,38.0,500.0,kg / ha,product,Broadcast,SE Asia 2014,HUY NGUYEN,Vietnam,Nescafe,2024-07-08 12:21:13,2024-07-08 12:21:13,,HUY NGUYEN,2024-11-29 06:11:56,238
92,1470002575935189093,1470002575935135472,pe4ivQrUAdX,L-10004-75-11-1217-1680,Compose your own NPK,0.0,20.0,0.0,20.0,5.0,p2o5,5.0,K2O,30.0,500.0,kg / ha,product,Apply in solution,SE Asia 2014,HUY NGUYEN,Vietnam,Nescafe,2024-07-08 12:21:13,2024-07-08 12:21:13,,HUY NGUYEN,2024-11-29 06:11:56,238
93,1470002575938106951,1470002575938106279,sWxIXrfGWRu,L-10004-75-11-1217-4337,Compose your own NPK,0.0,16.0,0.0,16.0,8.0,p2o5,16.0,K2O,40.0,1000.0,kg / ha,product,Broadcast,SE Asia 2014,HUY NGUYEN,Vietnam,Nescafe,2024-07-10 14:23:10,2024-10-21 09:14:31,2.0,HUY NGUYEN,2024-11-29 06:34:26,288
94,1470002575938106723,1470002575938106279,kz5NzR40pPX,L-10004-75-11-1217-4337,Compose your own NPK,0.0,20.0,0.0,20.0,5.0,p2o5,6.0,K2O,31.0,467.0,kg / ha,product,Apply in solution,SE Asia 2014,HUY NGUYEN,Vietnam,Nescafe,2024-07-10 14:23:01,2024-07-10 14:23:01,,HUY NGUYEN,2024-11-29 06:34:26,288
95,1470002575933495139,1470002575933248486,w9ILeb31Cn3,L-10004-75-11-1217-3347,Compose your own NPK,0.0,18.0,0.0,18.0,18.0,p2o5,6.0,K2O,42.0,416.0,kg / ha,product,Broadcast,SE Asia 2014,HUY NGUYEN,Vietnam,Nescafe,2024-07-06 12:21:45,2024-07-06 12:21:45,,HUY NGUYEN,2024-11-29 06:16:55,167
96,1470002575933494908,1470002575933248486,TsnpvtlyoXq,L-10004-75-11-1217-3347,Compose your own NPK,0.0,16.0,0.0,16.0,7.0,p2o5,17.0,K2O,40.0,472.0,kg / ha,product,Broadcast,SE Asia 2014,HUY NGUYEN,Vietnam,Nescafe,2024-07-06 12:21:45,2024-07-06 12:21:45,,HUY NGUYEN,2024-11-29 06:16:55,167
97,1470002575933482386,1470002575933211067,D0eE25lhjs3,L-10004-75-11-1217-3359,Compose your own NPK,0.0,0.0,0.0,0.0,15.0,p2o5,0.0,K2O,15.0,267.0,kg / ha,product,Broadcast,SE Asia 2014,HUY NGUYEN,Vietnam,Nescafe,2024-07-06 11:52:15,2024-11-28 03:29:18,1.0,HUY NGUYEN,2024-11-29 06:25:28,168
98,1470002575933482531,1470002575933211067,Ul79dVjkU8G,L-10004-75-11-1217-3359,Compost (zero emissions) - 1% N,,,,,,,,,,800.0,kg / ha,product,Broadcast,,HUY NGUYEN,Vietnam,Nescafe,2024-07-06 11:52:16,2024-10-18 12:59:02,1.0,HUY NGUYEN,2024-11-29 06:25:28,168
99,1470002575932576877,1470002575932188929,XiNDaNcuftj,L-10004-75-11-1217-4469,Compost (fully aerated production) - 1% N,,,,,,,,,,1100.0,kg / ha,product,Broadcast,World,HUY NGUYEN,Vietnam,Nescafe,2024-07-05 16:00:12,2024-07-05 16:00:12,,HUY NGUYEN,2024-11-29 06:27:39,59
100,1470002575932576723,1470002575932188929,r03A6fKVYGD,L-10004-75-11-1217-4469,Compost (zero emissions) - 1% N,,,,,,,,,,1650.0,kg / ha,product,Broadcast,,HUY NGUYEN,Vietnam,Nescafe,2024-07-05 16:00:11,2024-07-05 16:00:11,,HUY NGUYEN,2024-11-29 06:27:39,59
101,1470002575932576424,1470002575932188929,D1XPemwzpH6,L-10004-75-11-1217-4469,Ammonium sulphate - 21% N,,,,,,,,,,375.0,kg / ha,product,Broadcast,SE Asia 2014,HUY NGUYEN,Vietnam,Nescafe,2024-07-05 16:00:10,2024-07-05 16:00:10,,HUY NGUYEN,2024-11-29 06:27:39,59
102,1470002575927832490,1470002575926505138,ARPtBwyUaLy,DL-CK-ET-014,Compose your own NPK,0.0,20.0,0.0,20.0,5.0,p2o5,6.0,K2O,31.0,400.0,kg / ha,product,Apply in solution,SE Asia 2014,HAI LE,Vietnam,Nescafe,2024-07-01 10:40:13,2024-07-01 10:40:13,,HAI LE,2024-11-29 06:19:12,9
103,1469997855005416572,1469997855005416163,pUnV1mPJ9Bx,DL-CK-ET-629,Compose your own NPK,0.0,20.0,0.0,20.0,5.0,p2o5,5.0,K2O,30.0,300.0,kg / ha,product,Apply in solution,SE Asia 2014,HAI LE,Vietnam,Nescafe,2024-06-28 09:58:40,2024-06-28 09:58:40,,HAI LE,2024-11-29 06:12:33,304
104,1469997855005416802,1469997855005416163,dJ9S8VqFUkH,DL-CK-ET-629,Compose your own NPK,0.0,20.0,0.0,20.0,5.0,p2o5,5.0,K2O,30.0,300.0,kg / ha,product,Apply in solution,SE Asia 2014,HAI LE,Vietnam,Nescafe,2024-06-28 09:58:48,2024-06-28 09:58:48,,HAI LE,2024-11-29 06:12:33,304
105,1469997855005417279,1469997855005416163,QmHWuXmxlyp,DL-CK-ET-629,Compose your own NPK,0.0,16.0,0.0,16.0,16.0,p2o5,8.0,K2O,40.0,500.0,kg / ha,product,Broadcast,SE Asia 2014,HAI LE,Vietnam,Nescafe,2024-06-28 09:59:03,2024-06-28 09:59:03,,HAI LE,2024-11-29 06:12:33,304
106,1469997855005417677,1469997855005416163,AESeHILeEG6,DL-CK-ET-629,Compose your own NPK,0.0,16.0,0.0,16.0,7.0,p2o5,17.0,K2O,40.0,500.0,kg / ha,product,Broadcast,SE Asia 2014,HAI LE,Vietnam,Nescafe,2024-06-28 09:59:11,2024-06-28 09:59:11,,HAI LE,2024-11-29 06:12:33,304
107,1469997855005417931,1469997855005416163,OI5pev0Vv5S,DL-CK-ET-629,Compose your own NPK,0.0,16.0,0.0,16.0,7.0,p2o5,17.0,K2O,40.0,500.0,kg / ha,product,Broadcast,SE Asia 2014,HAI LE,Vietnam,Nescafe,2024-06-28 09:59:19,2024-06-28 09:59:19,,HAI LE,2024-11-29 06:12:33,304
108,1470002575926583588,1470002575926582485,XuF9t5ntDXm,DL-CK-ET-858,Compose your own NPK,0.0,16.0,0.0,16.0,16.0,p2o5,8.0,K2O,40.0,500.0,kg / ha,product,Apply in solution,SE Asia 2014,HAI LE,Vietnam,Nescafe,2024-06-29 16:12:02,2024-06-29 16:12:02,,HAI LE,2024-11-29 06:19:46,262
109,1470002575946653354,1469997855006410495,Si5ZIJrPtOC,DL-CK-ET-733,Compose your own NPK,0.0,0.0,0.0,0.0,15.0,p2o5,0.0,K2O,15.0,300.0,kg / ha,product,Broadcast,SE Asia 2014,HUY NGUYEN,Vietnam,Nescafe,2024-07-18 08:50:02,2024-11-08 05:42:36,2.0,HUY NGUYEN,2024-11-29 06:21:25,272
110,1470002575946653833,1469997855006410495,EZpaibaIxfM,DL-CK-ET-733,Compose your own NPK,0.0,20.0,0.0,20.0,5.0,p2o5,5.0,K2O,30.0,300.0,kg / ha,product,Broadcast,SE Asia 2014,HUY NGUYEN,Vietnam,Nescafe,2024-07-18 08:50:03,2024-07-18 08:50:03,0.2,HUY NGUYEN,2024-11-29 06:21:25,272
111,1470002575946654073,1469997855006410495,gOBDN7GW0Ri,DL-CK-ET-733,Compose your own NPK,0.0,16.0,0.0,16.0,16.0,p2o5,8.0,K2O,40.0,400.0,kg / ha,product,Broadcast,SE Asia 2014,HUY NGUYEN,Vietnam,Nescafe,2024-07-18 08:50:03,2024-07-18 08:50:03,0.2,HUY NGUYEN,2024-11-29 06:21:25,272
112,1470002575946654313,1469997855006410495,U5DsNDWl22n,DL-CK-ET-733,Compose your own NPK,0.0,16.0,0.0,16.0,7.0,p2o5,17.0,K2O,40.0,450.0,kg / ha,product,Broadcast,SE Asia 2014,HUY NGUYEN,Vietnam,Nescafe,2024-07-18 08:50:04,2024-07-18 08:50:04,0.2,HUY NGUYEN,2024-11-29 06:21:25,272
113,1469997855002730872,1469997855002730038,n9vBDR6I8Du,DL-CK-EK-1761,Cattle manure - 0.6% N,,,,,,,,,,2273.0,kg / ha,product,Broadcast,,HUY NGUYEN,Vietnam,Nescafe,2024-06-26 10:41:56,2024-11-11 07:38:05,4.0,HUY NGUYEN,2024-11-29 06:33:37,264
114,1469997855002730727,1469997855002730038,l2u8R0trn0Z,DL-CK-EK-1761,Compose your own NPK,0.0,16.0,0.0,16.0,7.0,p2o5,17.0,K2O,40.0,485.0,kg / ha,product,Broadcast,SE Asia 2014,HUY NGUYEN,Vietnam,Nescafe,2024-06-26 10:41:56,2024-11-11 07:38:05,4.0,HUY NGUYEN,2024-11-29 06:33:37,264
115,1469997855002730499,1469997855002730038,Do0N0mVSYdQ,DL-CK-EK-1761,Compose your own NPK,0.0,20.0,0.0,20.0,5.0,p2o5,5.0,K2O,30.0,515.0,kg / ha,product,Broadcast,SE Asia 2014,HUY NGUYEN,Vietnam,Nescafe,2024-06-26 10:41:55,2024-11-11 07:38:04,4.0,HUY NGUYEN,2024-11-29 06:33:37,264
116,1470002575928818854,1470002575928817937,ScSmdcWVOcx,DL-CK-EK-1783,Compose your own NPK,0.0,16.0,0.0,16.0,16.0,p2o5,13.0,K2O,45.0,667.0,kg / ha,product,Broadcast,SE Asia 2014,HUY NGUYEN,Vietnam,Nescafe,2024-07-02 13:49:06,2024-07-02 13:49:06,,HUY NGUYEN,2024-11-29 06:31:56,265
117,1470002575928818626,1470002575928817937,BKvCsURyLvr,DL-CK-EK-1783,Compose your own NPK,0.0,16.0,0.0,16.0,16.0,p2o5,13.0,K2O,45.0,667.0,kg / ha,product,Broadcast,SE Asia 2014,HUY NGUYEN,Vietnam,Nescafe,2024-07-02 13:49:05,2024-07-02 13:49:05,,HUY NGUYEN,2024-11-29 06:31:56,265
118,1470002575928818398,1470002575928817937,DZNNIG7nORU,DL-CK-EK-1783,Compose your own NPK,0.0,16.0,0.0,16.0,16.0,p2o5,13.0,K2O,45.0,667.0,kg / ha,product,Broadcast,SE Asia 2014,HUY NGUYEN,Vietnam,Nescafe,2024-07-02 13:49:05,2024-07-02 13:49:05,,HUY NGUYEN,2024-11-29 06:31:56,265
119,1470002575928818170,1470002575928817937,NCo4BiiSq4w,DL-CK-EK-1783,Ammonium sulphate - 21% N,,,,,,,,,,428.0,kg / ha,product,Apply in solution,SE Asia 2014,HUY NGUYEN,Vietnam,Nescafe,2024-07-02 13:49:05,2024-11-12 07:37:20,1.0,HUY NGUYEN,2024-11-29 06:31:56,265
120,1469997855002418350,1469997855002417326,MrwRahA4XdA,DL-CK-ET-645,Compost (non-fully aerated production) - 1% N,,,,,,,,,,2000.0,kg / ha,product,Broadcast,World,THOA NGUYEN,Vietnam,Nescafe,2024-06-26 04:49:36,2024-06-26 13:05:10,,THOA NGUYEN,2024-11-29 06:11:48,192
