plot_id,entity_id,plot_number,year_started,production,total_coffee_area,active_coffee_area,rejuvenation_area
1469278379855039787_1,1469278379855039787,,1999.0,2500.0,0.8,,
1469278379855040252_1,1469278379855040252,,2012.0,3500.0,1.0,0.0,0.0
1469278379855040132_1,1469278379855040132,,2012.0,6500.0,2.0,,
1469278379855039488_1,1469278379855039488,2.0,2018.0,2000.0,0.6,,
1469278379855040307_1,1469278379855040307,2.0,2007.0,7000.0,2.0,0.0,0.0
1469278379855040307_2,1469278379855040307,3.0,2007.0,7000.0,2.0,0.0,0.0
1469278379855039486_1,1469278379855039486,,2011.0,1500.0,0.4,,
1469278379855040352_1,1469278379855040352,,2022.0,5000.0,1.5,0.0,0.0
1469278379855040352_2,1469278379855040352,,1997.0,2000.0,0.5,0.0,0.0
1469278379855040352_3,1469278379855040352,,1994.0,3500.0,1.0,0.0,0.0
1469278379855039407_1,1469278379855039407,3.0,1999.0,700.0,0.2,0.0,0.0
1469278379855040432_1,1469278379855040432,2.0,2006.0,5000.0,1.5,0.0,0.0
1469278379855038122_1,1469278379855038122,,1995.0,5000.0,1.0,0.0,0.0
1469278379855040242_1,1469278379855040242,,2014.0,3500.0,1.0,0.0,0.0
1469278379855039629_1,1469278379855039629,,1997.0,1500.0,0.4,,
1469883818362505224_1,1469883818362505224,2.0,2008.0,4000.0,1.0,0.0,0.0
1469278379855040198_1,1469278379855040198,,2016.0,2000.0,0.6,,
1469278379855040099_1,1469278379855040099,,2012.0,10000.0,3.0,0.0,0.0
1469278379855038070_1,1469278379855038070,2.0,2014.0,5000.0,1.2,0.0,0.0
1469278379855038552_1,1469278379855038552,,2002.0,2500.0,0.7,,
1469278379855038690_1,1469278379855038690,2.0,2001.0,4500.0,1.0,0.0,0.0
1469278379855037403_1,1469278379855037403,2.0,1990.0,5000.0,1.4,0.0,0.0
1469278379855038672_1,1469278379855038672,,2010.0,2500.0,0.7,0.0,0.0
1469278379855037409_1,1469278379855037409,,1991.0,5000.0,1.5,0.0,0.0
1469278379855037416_1,1469278379855037416,,2000.0,6500.0,1.9,0.0,0.0
1469278379855037520_1,1469278379855037520,,2016.0,2000.0,0.6,0.0,0.0
1469278379855037251_1,1469278379855037251,,2013.0,2500.0,0.8,0.0,0.0
1469278379855040589_1,1469278379855040589,,2014.0,3500.0,1.0,0.0,0.0
1469278379855036998_1,1469278379855036998,,2015.0,1500.0,0.5,,
1469278379854782610_1,1469278379854782610,,2010.0,7000.0,1.0,,
1469278379855039342_1,1469278379855039342,,1999.0,4000.0,1.2,0.0,0.0
1469278379855037024_1,1469278379855037024,,2015.0,4000.0,1.0,0.0,0.0
1469278379855039320_1,1469278379855039320,,1999.0,3000.0,0.8,0.0,0.0
1469278379855036851_1,1469278379855036851,,1998.0,3800.0,0.8,0.0,0.0
1469278379855036956_1,1469278379855036956,4.0,2018.0,7000.0,2.0,0.0,0.0
1469278379855036956_2,1469278379855036956,3.0,2018.0,7000.0,2.0,0.0,0.0
1469278379855036956_3,1469278379855036956,2.0,2018.0,7000.0,2.0,0.0,0.0
1469278379855012202_1,1469278379855012202,,,,,,
1469278379855037391_1,1469278379855037391,2.0,1989.0,8500.0,2.4,,
1469278379854640502_1,1469278379854640502,,1998.0,20000.0,5.5,0.0,0.0
1469278379854640527_1,1469278379854640527,2.0,2004.0,40000.0,10.0,0.0,0.0
1469278379855013741_1,1469278379855013741,1.0,,,,,
1469278379855039900_1,1469278379855039900,,,,,,
1469278379855040542_1,1469278379855040542,,,,,,
1469278379855004500_1,1469278379855004500,,,,,,
1469278379855004491_1,1469278379855004491,,,,,,
1469278379854641314_1,1469278379854641314,2.0,2000.0,6000.0,2.0,0.0,0.0
1469278379855036603_1,1469278379855036603,2.0,2012.0,3000.0,0.7,0.0,0.0
1469278379855037069_1,1469278379855037069,2.0,2018.0,6000.0,1.6,0.0,0.0
1469278379855037183_1,1469278379855037183,,2011.0,2500.0,0.7,0.0,0.0
1469278379855037071_1,1469278379855037071,2.0,2015.0,3000.0,1.0,0.0,0.0
1469278379855036960_1,1469278379855036960,,2018.0,2500.0,0.6,0.0,0.0
1469278379855036960_2,1469278379855036960,,2016.0,2500.0,0.6,0.0,0.0
1469278379855036789_1,1469278379855036789,,2016.0,3500.0,1.0,0.0,0.0
1469278379855037002_1,1469278379855037002,,2011.0,3500.0,1.0,0.0,0.0
1469278379855036719_1,1469278379855036719,,,,,,
1469278379855036643_1,1469278379855036643,,,,,,
1469278379855009751_1,1469278379855009751,,2009.0,4000.0,1.0,,
1469278379855004455_1,1469278379855004455,,2010.0,6000.0,1.5,0.0,0.0
1469278379855004533_1,1469278379855004533,,,,,,
1469278379855040784_1,1469278379855040784,2.0,1998.0,4000.0,1.0,0.0,0.0
1469278379855004487_1,1469278379855004487,,,,,,
1469278379855038127_1,1469278379855038127,,,,,,
1469278379855004451_1,1469278379855004451,,,,,,
1469278379854782766_1,1469278379854782766,2.0,2000.0,12000.0,2.0,0.0,0.0
1469278379854782766_2,1469278379854782766,3.0,2000.0,12000.0,2.0,0.0,0.0
