entity_id,latitude,longitude,altitude,polygon,polygon_area,total_farm_area,plot_number
1470157558564695063,11.56091731042746,108.04777300926676,0.0,-,0.0,1.04,1.0
1470157558564695879,11.53054325227233,108.06358805125166,0.0,-,0.0,1.1,2.0
1470157558564695879,11.53054325227233,108.06358805125166,0.0,-,0.0,1.1,1.0
1470157558564696002,11.57150407322829,108.04650013345112,0.0,,0.0,0.442,2.0
1470157558564696002,11.57150407322829,108.04650013345112,0.0,,0.0,0.442,1.0
1470157558564695991,11.57235131600087,108.04681210788716,0.0,-,0.0,0.48,1.0
1470157558564695965,11.54675485442846,108.06787065090332,0.0,-,0.0,4.0,2.0
1470157558564695965,11.54675485442846,108.06787065090332,0.0,-,0.0,4.0,1.0
1470157558564695118,11.6325221,108.1671479,0.0,,0.0,0.7,2.0
1470157558564695118,11.6325221,108.1671479,0.0,,0.0,0.7,1.0
1470157558564694820,11.73590982333919,107.99648531722649,0.0,,0.0,1.6,1.0
1470157558564695191,11.6024245,108.1867751,0.0,-,0.0,2.75,1.0
1470157558564695739,11.62924534663098,108.11626408002896,0.0,,0.0,3.0,3.0
1470157558564695739,11.62924534663098,108.11626408002896,0.0,,0.0,3.0,1.0
1470157558564695739,11.62924534663098,108.11626408002896,0.0,,0.0,3.0,2.0
1470157558564695307,11.71065317933607,107.98235837380211,0.0,-,0.0,0.78,1.0
1470157558564695573,11.66198370048,108.08380605662994,0.0,-,0.0,1.6,1.0
1470157558564695554,11.66498186533494,108.08306694040829,0.0,-,0.0,1.0,1.0
1470157558564695390,11.66520023,108.0839996,0.0,-,0.0,1.5,1.0
1470157558564695569,11.6742828,108.0763788,0.0,-,0.0,2.8,1.0
1470157558564695558,11.682299,108.072538,0.0,-,0.0,2.7,1.0
1470157558564695558,11.682299,108.072538,0.0,-,0.0,2.7,2.0
1470157558564695628,11.6692714,108.0896421,0.0,-,0.0,0.81,1.0
1470157558564695562,11.6692949,108.0781165,0.0,-,0.0,2.05,2.0
1470157558564695562,11.6692949,108.0781165,0.0,-,0.0,2.05,1.0
1470157558564695658,11.64952722844821,108.08076317432158,0.0,-,0.0,2.0,2.0
1470157558564695658,11.64952722844821,108.08076317432158,0.0,-,0.0,2.0,1.0
1470157558564695386,11.63415167843116,108.09471697366396,0.0,-,0.0,1.53,2.0
1470157558564695386,11.63415167843116,108.09471697366396,0.0,-,0.0,1.53,1.0
1470157558564695504,11.64078896866333,108.1054542494082,0.0,-,0.0,3.62,3.0
1470157558564695504,11.64078896866333,108.1054542494082,0.0,-,0.0,3.62,2.0
1470157558564695504,11.64078896866333,108.1054542494082,0.0,-,0.0,3.62,1.0
1470157558564695096,11.6403106,108.1585475,0.0,-,0.0,0.85,1.0
1470157558564695337,11.643811,108.085142,0.0,-,0.0,1.0,1.0
1470157558564695889,,,0.0,,,,
1470157558564695757,11.65480041,108.1279983,0.0,-,0.0,0.58,1.0
1469278379854639222,,,,,,,1.0
1469278379854639342,11.64535,108.021538,875.0,,0.0,4.0,1.0
1469278379854638502,11.630758,108.1035,935.0,,0.0,2.0,1.0
1469278379854638316,11.6230554,108.0702524,971.0,,0.0,1.3,1.0
1469883818362504539,11.567838,108.027596,1007.0,,0.0,5.0,1.0
1469278379855013128,14.07268,107.870918,627.0,,0.0,2.0,1.0
1469278379855012334,14.03129532477829,107.90774472107172,644.0,,0.0,2.0,1.0
1469278379855013186,14.09103166313291,107.88090105178568,658.0,,0.0,1.0,1.0
1469883818362504743,11.95304354993917,107.61709897145532,640.0,,0.0,2.0,1.0
1469278379854782274,11.94713365753362,107.61494058194349,637.0,,0.0,2.0,1.0
1469278379855014872,13.76071028878331,108.0253748037927,636.0,,0.0,1.5,1.0
1469278379855004447,13.82091100093685,107.89192227504422,569.0,,0.0,5.5,1.0
1469278379854781944,11.976571,107.597946,671.0,,0.0,2.0,1.0
1469278379854781789,11.89562426415448,107.5419846643764,593.0,,0.0,3.0,1.0
1469278379854781780,11.903273,107.527679,617.0,,0.0,2.0,1.0
1469278379855014611,14.02057749220545,108.0559596140944,716.0,,,1.2,1.0
1469278379855014782,13.89303036501062,108.07179244245222,790.0,,0.0,2.0,1.0
1469278379855013420,14.0922843385619,107.9854152538888,729.0,,0.0,5.0,1.0
1469278379855013426,14.08861775883791,107.97662272128088,728.0,,0.0,1.0,1.0
1469278379855008977,13.74658032787381,107.8898246773592,509.0,,0.0,1.1,1.0
1469278379854782189,12.055322,107.545059,728.0,,0.0,1.5,1.0
1469883818362504707,12.026021,107.561325,720.0,,0.0,1.7,1.0
1469278379855004763,13.83033187675638,107.93977844150923,664.0,,0.0,1.83,1.0
1469278379854782176,12.07273437673645,107.5411527869894,733.0,,,4.0,1.0
1469278379855013194,14.10145028495612,107.87867548885558,660.0,,0.0,1.0,1.0
1469278379854783010,12.04924980437844,107.53493901168044,708.0,,,3.0,1.0
1469278379855012739,14.02093183716202,107.90453089411174,677.0,,0.0,1.0,1.0
1469278379854783130,11.96051334546623,107.58631319374403,652.0,,0.0,2.0,1.0
1469278379855009281,13.69589342915489,107.86046566147444,400.0,,0.0,4.0,1.0
1469883818362505057,13.7049259152391,107.90095291110492,452.0,,0.0,0.6,1.0
1469278379854782955,12.08215264336387,107.49684590513502,732.0,,0.0,2.3,1.0
1469278379854782066,11.9636802,107.5882668,639.0,,0.0,1.1,1.0
1469278379854782983,12.08501160126047,107.52225211822235,711.0,,0.0,1.6,1.0
1469278379855009775,13.92517068890289,107.7970320639273,456.0,,0.0,3.0,1.0
1469278379854781982,12.004764,107.601311,649.0,,0.0,1.5,1.0
1469883818362504785,11.894562,107.588943,645.0,,,2.5,1.0
1469278379854782311,11.9302791600754,107.570651245432,700.0,,0.0,3.0,1.0
1469883818362504788,11.92003106451645,107.5928153940646,564.0,,0.0,2.0,1.0
1469278379854782873,11.9462087,107.6171346,650.0,,0.0,2.05,1.0
1469278379855013487,14.0005879523363,107.945804810252,768.0,,0.0,1.8,1.0
1469278379854782303,11.90776073626976,107.58227981238912,612.0,-,0.0,2.6,1.0
1469278379854782330,11.898183,107.591537,574.0,,0.0,3.0,1.0
1469278379855013538,14.02998810635324,107.93314620862522,755.0,,0.0,1.0,1.0
1469278379854677182,11.9811399,107.7320887,652.0,,,1.1,1.0
1469278379854782765,12.0008455,107.62385,666.0,,,4.0,1.0
1469278379854677051,11.9532231,107.6385623,723.0,,0.0,4.1,1.0
1469278379855012279,14.02415229008908,107.8568142280987,685.0,,0.0,1.7,1.0
1469278379854782856,11.9679,107.616203,651.0,,,1.0,1.0
1469278379855009590,13.98466567215936,107.86415968337842,584.0,,0.0,0.5,3.0
1469278379855009590,13.98466567215936,107.86415968337842,584.0,,0.0,0.5,2.0
1469278379855009590,13.98466567215936,107.86415968337842,584.0,,0.0,0.5,1.0
1469278379854677054,11.9441837,107.6371351,642.0,,0.0,1.0,1.0
1469278379855012573,14.0016496041914,107.84348155381888,552.0,,,0.7,1.0
1469278379854783229,12.01273862257095,107.6213263873308,678.0,,0.0,2.0,1.0
1469278379854781962,11.981609,107.601212,672.0,,0.0,2.0,1.0
1469278379854677037,11.9379204,107.6453502,578.0,,0.0,1.2,1.0
1469278379855012570,14.01965611149931,107.86069806675226,620.0,,0.0,1.4,1.0
1469883818362504744,11.9509054,107.6437789,588.0,,0.0,1.0,1.0
1469278379855012184,14.04306270183379,107.84866651530176,596.0,,0.0,0.5,1.0
1469883818362504715,11.9959152,107.5708574,696.0,,0.0,5.0,1.0
1469278379854783135,12.00027713959359,107.55284394767524,664.0,,0.0,1.9,1.0
1469278379855012158,14.04344386888113,107.84366486604124,592.0,,0.0,2.0,1.0
1469278379854783115,11.96641849415579,107.59246335116995,673.0,,0.0,1.2,1.0
1469278379854782426,12.0089562,107.5549891,699.0,,0.0,2.5,1.0
1469278379855013057,14.04811413959977,107.87303991625818,617.0,,0.0,0.9,1.0
1469278379854783104,11.95716823210938,107.61232634846434,627.0,,0.0,2.0,1.0
1469278379854782419,12.0005239,107.5551378,666.0,,0.0,1.8,1.0
1469278379855009927,14.04529409018722,107.86563542681547,614.0,-,0.0,0.5,1.0
1469278379854677226,11.9541,107.696602,620.0,,,2.0,1.0
1469278379855012818,14.03748665031457,107.87503477975126,610.0,,0.0,1.5,1.0
1469278379854677162,11.97656841317666,107.71288146991851,628.0,,0.0,1.8,1.0
1469278379854782733,11.90281,107.602417,633.0,,0.0,2.8,1.0
1469278379854677174,11.9805,107.716301,615.0,,,2.0,1.0
1469278379854783053,12.0307136,107.5505348,707.0,,0.0,3.3,1.0
1469278379854782727,11.90449,107.615349,612.0,,0.0,3.0,1.0
1469278379855013676,14.10590174609246,107.89626508029912,664.0,,0.0,1.1,1.0
1469278379855013697,14.0919994376731,107.90361852395152,660.0,,0.0,0.5,1.0
1469278379854782243,11.936535,107.6201166,646.0,,0.0,1.2,1.0
1469278379855012382,14.03348327615612,107.87927035252368,644.0,,0.0,2.2,1.0
1469278379854783211,11.9307444,107.622345,619.0,,0.0,2.0,1.0
1469278379855012339,14.01916878764892,107.9109042418263,663.0,,0.0,1.0,1.0
1469278379854783216,11.975915,107.580437,649.0,,0.0,0.5,1.0
1469278379855012856,14.00718786289357,107.86626826050492,621.0,,0.0,1.0,1.0
1469278379855013932,14.091565,107.9069574,643.0,,0.0,1.3,1.0
1469278379855013152,14.0724125225228,107.87292055795702,625.0,,0.0,1.1,1.0
1469278379855014007,14.07389930450737,107.91001919667042,658.0,,0.0,3.6,1.0
1469278379855013593,14.0844525,107.905229,623.0,,,1.1,1.0
1469278379855013826,14.06886,107.900848,645.0,,0.0,1.3,1.0
1469278379855012881,13.99738399397431,107.87258486829136,630.0,,0.0,2.0,1.0
1469278379855013861,14.06979133376299,107.88857015791152,610.0,,0.0,2.5,1.0
1469278379855013563,14.09982,107.902367,595.0,,0.0,3.0,1.0
1469278379855012835,14.00044575334899,107.87809370095644,630.0,,,1.0,1.0
1469278379855009880,13.9626521,107.8614906,626.0,,0.0,2.2,1.0
1469278379855009844,13.9734144,107.8901695,587.0,,0.0,2.0,1.0
1469278379855009842,13.97185554263552,107.8572288808486,619.0,,0.0,5.0,1.0
1469278379854641911,11.524145,108.07386,1010.0,,0.0,2.3,1.0
1469278379855005159,13.83407013494695,107.89123865182776,566.0,,0.0,0.7,1.0
1469278379855008338,13.8188181,107.8863345,574.0,,0.0,1.1,1.0
1469278379854638788,11.65668,108.099838,944.0,,0.0,3.0,1.0
1469278379855008185,13.81422580686753,107.88907960998628,564.0,,0.0,4.2,2.0
1469278379855008185,13.81422580686753,107.88907960998628,564.0,,0.0,4.2,1.0
1469278379855009021,13.74730779325007,107.90165908644713,495.0,,0.0,1.5,1.0
1469278379855004887,13.8568289,107.932411,673.0,,0.0,1.1,1.0
1469278379854638847,11.64608,108.125542,886.0,,0.0,6.0,1.0
1469278379855004785,13.82936545341827,107.93594709025132,651.0,,0.0,2.5,1.0
1469278379855004825,13.8540461,107.9301207,682.0,,,1.1,1.0
1469278379855014199,13.9588892,108.1308116,751.0,-,0.0,1.5,1.0
1469278379855014401,14.04532640242394,108.14393481249748,776.0,,0.0,1.3,1.0
1469278379854640837,11.5088423,108.0684094,951.0,,0.0,2.0,1.0
1469278379855014074,13.8093749,108.0493245,671.0,,0.0,1.5,1.0
1469278379854639556,11.6464589,108.0335603,935.0,,0.0,1.1,1.0
1469278379854640166,11.70086,108.003571,758.0,,0.0,5.0,1.0
1469883818362504681,11.83598857374101,108.31075865785434,967.0,,0.0,0.5,
1469278379855014088,13.80649,108.05455,673.0,,0.0,2.0,1.0
1469278379855014073,13.80430016667879,108.05790337743989,678.0,,0.0,4.0,1.0
1469278379855014104,13.80272017793153,108.05762476297843,666.0,,0.0,2.0,1.0
1469278379855014345,13.84634028187794,107.99977932343168,724.0,,0.0,0.55,1.0
1469883818362504890,13.8059836,108.0261696,693.0,,0.0,1.5,1.0
1469278379855014289,13.8420175993944,108.02691598432884,736.0,,0.0,1.0,1.0
1469278379854641656,11.6706555,108.0899637,950.0,,0.0,2.0,1.0
1469278379854642031,11.67473,107.973167,971.0,,0.0,2.0,1.0
1469278379855008648,13.8096219,108.0345118,713.0,,0.0,1.5,1.0
1469278379855008633,13.81523712539469,108.02459495152162,690.0,,0.0,1.0,1.0
1469278379854639991,11.6367637,107.9992643,1028.0,-,0.0,3.0,1.0
1469883818362504409,11.546908,108.052711,1034.0,-,0.0,1.0,1.0
1469278379855014643,13.88144,107.972954,739.0,,0.0,0.56,1.0
1469278379855009318,14.01719409508011,107.95729430402434,761.0,,0.0,2.1,1.0
1469278379854638141,11.61738,108.087318,980.0,-,0.0,1.0,1.0
1469278379855009319,14.01501836256498,107.95777752074224,763.0,,0.0,3.3,1.0
1469278379854640735,11.5634617,108.0782313,1014.0,,,3.0,1.0
1469278379855008002,13.8745035,107.9782249,721.0,,0.0,1.5,1.0
1469278379855009390,14.01142693947981,107.93627054782486,745.0,,0.0,1.2,1.0
1469278379854638365,11.61463,108.082489,910.0,,,2.0,1.0
1469278379854641789,11.537364,108.079758,988.0,,0.0,6.0,1.0
1469278379854642507,11.86184733175846,108.3440404293205,1037.0,,0.0,1.5,1.0
1469278379854641951,11.512966,108.090233,974.0,-,0.0,2.08,1.0
1469278379855008000,13.87468,107.967369,729.0,,0.0,2.5,1.0
1469278379854642852,11.79757837672885,108.32807919020608,1053.0,,0.0,0.4,1.0
1469278379854638345,11.643418,108.093338,910.0,-,0.0,2.2,1.0
1469278379854638306,11.60863,108.081459,971.0,,0.0,1.1,1.0
1469278379855004840,13.86591788382629,107.92398252534488,690.0,,0.0,5.0,1.0
1469278379854642720,11.81205870119092,108.31166231083526,998.0,,0.0,3.0,1.0
1469278379855005225,13.8622187,107.88206,603.0,,0.0,2.2,1.0
1469278379855005212,13.87102705528542,107.8883577730732,618.0,-,0.0,4.0,2.0
1469278379855005212,13.87102705528542,107.8883577730732,618.0,-,0.0,4.0,1.0
1469278379854638332,11.60142,108.072548,950.0,,0.0,3.0,1.0
1469278379854642963,11.84829350096346,108.37325387644428,982.0,-,0.0,2.2,1.0
1469278379854638287,11.5117495,107.9984135,910.0,,0.0,2.0,1.0
1469278379855005276,13.8714555,107.8898857,622.0,,0.0,2.1,1.0
1469278379855005249,13.86635177421032,107.88128630717492,608.0,,0.0,3.9,1.0
1469278379854642946,11.85126781930388,108.36926719183882,1042.0,-,0.0,1.55,
1469278379855008686,13.9147467,107.9996112,739.0,,0.0,1.5,1.0
1469278379855008072,13.80936874543671,107.84646525989086,495.0,,0.0,5.7,1.0
1469278379855005043,13.8332438,107.8543295,547.0,,0.0,6.0,1.0
1469278379854641146,11.59334,108.109421,945.0,,0.0,1.0,1.0
1469278379855005002,13.83580732160605,107.85761302347096,525.0,,,3.2,1.0
1469278379855005032,13.83583397605814,107.85786909061284,540.0,,0.0,2.1,1.0
1469278379855005028,13.8346667,107.8624756,539.0,,0.0,1.8,1.0
1469278379854640452,11.585045,108.081894,965.0,,0.0,1.3,1.0
1469278379854638593,11.6018873,108.1398505,936.0,,0.0,0.9,1.0
1469278379855008702,13.92190074083761,107.99886351461336,713.0,,0.0,3.6,1.0
1469278379854639859,11.65593,108.006027,999.0,,0.0,1.5,1.0
1469278379854638512,11.60632,108.089622,951.0,,,2.0,1.0
1469278379854641222,11.5784299,108.1049729,969.0,,0.0,1.0,1.0
1469278379854639942,11.67258,108.002968,1032.0,,0.0,5.0,1.0
1469278379854638490,11.62512,108.101654,980.0,,0.0,2.1,1.0
1469278379854638519,11.6644505,108.0944856,755.0,,0.0,1.5,1.0
1469278379854638792,11.6573996,108.0849061,909.0,,0.0,1.2,1.0
1469278379854642831,11.79110838567074,108.32461134540692,1036.0,,,1.4,1.0
1469278379854639534,11.6463336,108.0227537,1057.0,-,0.0,4.35,1.0
1469278379854638214,11.56867,108.069481,976.0,,0.0,1.8,1.0
1469278379854639354,11.6269292,107.9890512,1021.0,,0.0,3.8,1.0
1469278379854638432,11.5823743,108.0467144,906.0,,0.0,2.0,1.0
1469278379854639362,11.632456,108.008593,1005.0,,0.0,1.6,1.0
1469278379854638434,11.64253,108.088158,972.0,,0.0,4.0,1.0
1469278379854639448,11.63022,108.01828,980.0,,0.0,1.5,1.0
1469278379854639340,11.6175544,107.9981427,1059.0,,0.0,1.7,1.0
1469278379854638373,11.6182582,108.0690492,975.0,,0.0,1.1,1.0
1469278379854639445,11.62661,108.01841,1021.0,-,0.0,1.5,1.0
1469278379854639420,11.6222216,107.9901282,1023.0,,0.0,1.4,1.0
1469278379854642243,11.86601586175325,108.20649272772316,1037.0,,0.0,6.15,1.0
1469278379854642131,11.83739966713994,108.18794122907164,940.0,,0.0,2.45,1.0
1469278379854639686,11.6697921,108.0246102,996.0,,0.0,6.5,1.0
1469278379854642125,11.84030148201793,108.18655067133548,982.0,,0.0,4.0,1.0
1469278379854640951,11.68066595682074,107.98139696950837,1010.0,,0.0,5.0,1.0
1469278379854642215,11.90026155208414,108.1719796546811,981.0,,0.0,3.98,1.0
1469278379854640079,11.6559218,108.0345747,978.0,,0.0,1.2,1.0
1469278379854642194,11.89087981359278,108.1948318240309,1057.0,,,2.0,1.0
1469278379854640971,11.71005276919107,107.95963866567152,1003.0,,0.0,5.0,1.0
1469278379854640065,11.6088487,107.9889508,1015.0,,0.0,5.2,1.0
1469278379854642173,11.89672887326395,108.17934592264534,1042.0,,,2.8,1.0
1469278379854641215,11.6204904,108.0853241,1000.0,-,0.0,5.98,1.0
1469278379854640961,11.51052656584535,108.05702579217778,1008.0,,0.0,3.0,1.0
1469278379854640900,11.55188,108.078758,1005.0,,0.0,1.7,1.0
1469278379854642890,11.80577340536919,108.33147092732445,923.99,,0.0,1.2,1.0
1469278379854640339,11.65652,108.059021,940.0,,0.0,3.2,1.0
1469278379854643031,11.86909822282555,108.37106024856529,998.0,,0.0,2.8,1.0
1469278379854641605,11.4975095,108.0704776,1080.0,,0.0,4.15,1.0
1469278379854640257,11.65206946177046,108.06035311918136,874.8,,0.0,1.0,1.0
1469278379854643043,11.85763467104347,108.36047139028864,973.15,,0.0,1.53,1.0
1469278379854641569,11.5274314,108.0649441,913.0,,0.0,4.1,1.0
1469278379854642073,11.92824495491751,108.1855966431165,950.0,,0.0,4.0,1.0
1469278379854642301,11.9355687685422,108.2452327107156,1037.0,,,8.0,1.0
1469278379854640613,11.58823,108.085922,947.0,-,0.0,1.0,1.0
1469278379854642479,11.89912274480974,108.18320369358004,940.0,-,0.0,11.25,1.0
1469278379854640625,11.5311302268016,108.03475973717566,912.0,,0.0,2.5,1.0
1469883818362505174,12.8218243,108.0313204,415.0,,0.0,1.2,1.0
1469278379855039037,12.7655804,107.9399304,324.0,,,1.0,1.0
1469278379855040664,12.761916,107.990837,397.0,,0.0,1.2,1.0
1469278379855036915,12.6038045,108.0785021,459.0,,0.0,0.5,1.0
1469278379855037067,12.5807793,108.106167,479.0,,0.0,1.0,1.0
1469278379855038019,12.84329,107.972733,372.0,,0.0,1.0,1.0
1469278379855037842,12.828269,108.138649,545.0,,0.0,1.9,1.0
1469278379855040862,12.8320714,108.0203203,381.0,,0.0,0.95,1.0
1469278379855038442,12.6774782,108.0009309,315.0,,0.0,0.8,1.0
1469278379855004727,,,,,,,
1469278379855040212,12.712813,108.035271,452.0,,0.0,0.8,1.0
1469278379855039053,12.79187166598885,107.9350830988101,331.0,,0.0,1.5,1.0
1469278379855038729,12.77297,107.974213,327.0,,0.0,1.0,1.0
1469278379855038358,12.88073,107.983826,391.0,,0.0,3.6,1.0
1469278379855037425,12.64932793100611,108.17097675996662,563.0,,0.0,1.05,1.0
1469278379855038409,12.882937,107.98852,400.0,,0.0,0.7,1.0
1469278379855039084,12.7450737,107.9871397,358.0,,0.0,2.0,1.0
1469278379855040001,12.71105670837007,108.03258332433929,490.0,,0.0,3.2,1.0
1469278379855038668,12.68428084365101,107.9795681325389,371.0,,0.0,0.55,1.0
1469278379855009580,,,,,,,
1469278379855040455,12.7535993,108.0249074,397.0,,0.0,0.8,1.0
1469278379855040422,12.7332917,108.0295604,367.0,,0.0,1.0,1.0
1469278379855039608,12.57078277685032,108.0782409295537,469.3,,0.0,0.4,1.0
1469278379855038830,,,368.0,,,1.0,1.0
1469278379855039042,12.79504342005848,107.93160595009842,303.0,,0.0,1.5,1.0
1469883818362505115,,,381.0,,0.0,1.0,1.0
1469883818362505118,,,381.0,,0.0,1.0,1.0
1469278379855038999,12.78106416576801,107.94800195853034,311.0,,0.0,1.5,1.0
1469278379855039728,12.5760742,108.0690326,450.0,,0.0,1.0,1.0
1469278379855039878,12.5777045,108.0549611,442.0,,0.0,1.0,1.0
1469278379855038499,,,373.0,,,1.0,1.0
1469278379855039832,12.5940849,108.0703278,455.0,,0.0,1.1,1.0
1469278379855037698,12.8233078681048,108.12272951948282,491.0,,0.0,1.9,1.0
1469278379855037177,12.57868,108.117867,505.0,,,0.7,1.0
1469278379855037185,12.572805,108.1202478,517.0,,0.0,2.0,1.0
1469278379855040741,12.8373426944133,108.002929911118,342.0,,0.0,0.6,1.0
1469278379855037201,12.57655,108.118057,510.0,,0.0,0.9,1.0
1469278379855039787,12.58744,108.065788,,,,0.8,1.0
1469278379855040252,12.7215152,108.0206408,413.0,,0.0,1.0,1.0
1469278379855040132,12.7317264,108.0066162,378.0,,,2.0,1.0
1469278379855039488,12.57785470734167,108.07247692132894,468.0,,,0.6,1.0
1469278379855040307,12.7427163,108.0218511,420.0,,0.0,3.0,1.0
1469278379855039486,12.58410792525508,108.07900602047148,457.2,,,0.4,1.0
1469278379855040352,12.71538,108.05587,408.0,,0.0,3.0,3.0
1469278379855040352,12.71538,108.05587,408.0,,0.0,3.0,2.0
1469278379855040352,12.71538,108.05587,408.0,,0.0,3.0,1.0
1469278379855039407,12.5678806,108.0711405,474.0,-,0.0,0.5,1.0
1469278379855040432,12.7186643,108.0447282,479.0,,,1.5,1.0
1469278379855038122,12.96740849969212,108.06430136794977,456.0,-,0.0,1.0,1.0
1469278379855040242,12.7090082,108.0304811,444.0,,0.0,1.0,1.0
1469278379855039629,12.5717117,108.0777783,464.0,,0.0,0.4,1.0
1469883818362505224,12.8663168,107.9579718,353.0,,0.0,2.6,1.0
1469278379855040198,12.73297153358224,108.04954253400788,458.0,,,0.63,1.0
1469278379855040099,12.7016661,108.0082027,416.0,,0.0,3.0,1.0
1469278379855038070,12.83492216841582,107.99039955260976,374.0,,0.0,1.5,1.0
1469278379855038552,12.79100673740058,107.94780791747192,288.0,,,0.7,1.0
1469278379855038690,12.7569455,107.9511233,305.0,,0.0,3.0,1.0
1469278379855037403,12.65296068975018,108.17027963707984,545.0,-,0.0,1.65,1.0
1469278379855038672,37.42796133580664,-122.0857497,372.0,-,0.0,0.7,1.0
1469278379855037409,,,467.0,-,0.0,1.5,1.0
1469278379855037416,12.6581652,108.1714725,509.0,,0.0,1.9,1.0
1469278379855037520,12.64632,108.172768,516.0,,0.0,0.6,1.0
1469278379855037251,12.62134,108.159447,507.0,,0.0,0.8,1.0
1469278379855040589,12.76689535353869,107.96351292502048,402.0,,0.0,1.0,1.0
1469278379855036998,12.59231,108.10614,468.0,,,0.5,1.0
1469278379854782610,,,,,,,1.0
1469278379855039342,12.81658902690534,107.93478268754431,215.0,,0.0,1.6,1.0
1469278379855037024,12.5812767,108.1034922,482.0,,,1.0,1.0
1469278379855039320,12.7926369,107.8957681,314.0,,0.0,1.7,1.0
1469278379855036851,,,457.0,,,0.8,1.0
1469278379855036956,12.58598,108.096481,482.0,,0.0,4.0,1.0
1469278379855012202,12.9598793,108.015525,611.0,,0.0,2.5,
1469278379855037391,12.65011,108.168968,526.0,-,0.0,2.4,1.0
1469278379854640502,12.690880272833,108.04898629571724,1004.0,-,0.0,6.0,1.0
1469278379854640527,11.56346,108.080368,995.0,-,0.0,10.0,1.0
1469278379855013741,14.105415,107.892418,618.0,-,0.0,6.5,
1469278379855039900,12.9598632,108.0156279,176.0,,0.0,0.8,
1469278379855040542,,,,,,,
1469278379855004500,,,,,,,
1469278379855004491,,,,,,,
1469278379854641314,12.6892083,108.0491476,502.0,,0.0,3.0,1.0
1469278379855036603,12.6124872,108.1048415,479.0,-,0.0,1.0,1.0
1469278379855037069,,,,,,,1.0
1469278379855037183,12.57832,108.11995,523.0,,0.0,1.0,1.0
1469278379855037071,12.57543,108.13481,474.0,,0.0,2.0,1.0
1469278379855036960,12.58415223732567,108.11372374600673,504.92,-,0.0,1.2,2.0
1469278379855036960,12.58415223732567,108.11372374600673,504.92,-,0.0,1.2,1.0
1469278379855036789,12.59288105183522,108.09269967499011,467.77,-,0.0,1.0,1.0
1469278379855037002,12.59238843470779,108.09489062646573,485.37,-,0.0,1.0,1.0
1469278379855036719,12.57646,108.11401,496.0,,0.0,1.0,
1469278379855036643,,,,,,,
1469278379855009751,13.94270382822858,107.81513932171072,485.0,,,0.6,1.0
1469278379855004455,12.68109025982643,108.03632319375292,447.89,-,0.0,4.0,2.0
1469278379855004533,,,,,,,
1469278379855040784,12.8472205996633,108.02171090627836,387.0,,0.0,1.1,1.0
1469278379855004487,,,,,,,
1469278379855038127,,,,,,,
1469278379855004451,,,,,,,
1469278379854782766,,,,,,,1.0
