entity_id,question_label,response_text,theme_label,feedback_id
1469278379855005212,Year joined Nescafe Plan,2014.0,programs,225
1469278379854638332,Year joined Nescafe Plan,2019.0,programs,226
1469278379854642963,Year joined Nescafe Plan,2013.0,programs,227
1469278379854642963,Year joined Nescafe Plan,2013.0,programs,228
1469278379854638287,Year joined Nescafe Plan,2020.0,programs,229
1469278379855005276,Year joined Nescafe Plan,2012.0,programs,230
1469278379855005249,Year joined Nescafe Plan,2018.0,programs,231
1469278379855005249,Year joined Nescafe Plan,2018.0,programs,232
1469278379854642946,Year joined Nescafe Plan,2011.0,programs,233
1469278379854642946,Year joined Nescafe Plan,2011.0,programs,234
1469278379855008686,Year joined Nescafe Plan,2014.0,programs,235
1469278379855008072,Year joined Nescafe Plan,2015.0,programs,236
1469278379855008072,Year joined Nescafe Plan,2015.0,programs,237
1469278379855008072,Year joined Nescafe Plan,2015.0,programs,238
1469278379855005043,Year joined Nescafe Plan,2015.0,programs,239
1469278379855005043,Year joined Nescafe Plan,2015.0,programs,240
1469278379854641146,Year joined Nescafe Plan,2023.0,programs,241
1469278379855005002,Year joined Nescafe Plan,2015.0,programs,242
1469278379855005032,Year joined Nescafe Plan,2015.0,programs,243
1469278379855005028,Year joined Nescafe Plan,2019.0,programs,244
1469278379854640452,Year joined Nescafe Plan,2018.0,programs,245
1469278379854638593,Year joined Nescafe Plan,2010.0,programs,246
1469278379855008702,Year joined Nescafe Plan,2014.0,programs,247
1469278379855008702,Year joined Nescafe Plan,2014.0,programs,248
1469278379854639859,Year joined Nescafe Plan,2021.0,programs,249
1469278379854638512,Year joined Nescafe Plan,2014.0,programs,250
1469278379854641222,Year joined Nescafe Plan,2021.0,programs,251
1469278379854639942,Year joined Nescafe Plan,2020.0,programs,252
1469278379854639942,Year joined Nescafe Plan,2020.0,programs,253
1469278379854638490,Year joined Nescafe Plan,2011.0,programs,254
1469278379854638519,Year joined Nescafe Plan,2020.0,programs,255
1469278379854638792,Year joined Nescafe Plan,2020.0,programs,256
1469278379854642831,Year joined Nescafe Plan,2014.0,programs,257
1469278379854639534,Year joined Nescafe Plan,2020.0,programs,258
1469278379854639534,Year joined Nescafe Plan,2020.0,programs,259
1469278379854638214,Year joined Nescafe Plan,2010.0,programs,260
1469278379854639354,Year joined Nescafe Plan,2020.0,programs,261
1469278379854639354,Year joined Nescafe Plan,2020.0,programs,262
1469278379854638432,Year joined Nescafe Plan,2019.0,programs,263
1469278379854639362,Year joined Nescafe Plan,2020.0,programs,264
1469278379854638434,Year joined Nescafe Plan,2011.0,programs,265
1469278379854639448,Year joined Nescafe Plan,2023.0,programs,266
1469278379854639448,Year joined Nescafe Plan,2023.0,programs,267
1469278379854639340,Year joined Nescafe Plan,2020.0,programs,268
1469278379854638373,Year joined Nescafe Plan,2011.0,programs,269
1469278379854639445,Year joined Nescafe Plan,2020.0,programs,270
1469278379854639420,Year joined Nescafe Plan,2020.0,programs,271
1469278379854642243,Year joined Nescafe Plan,2017.0,programs,272
1469278379854642243,Year joined Nescafe Plan,2017.0,programs,273
1469278379854642131,Year joined Nescafe Plan,2016.0,programs,274
1469278379854639686,Year joined Nescafe Plan,2019.0,programs,275
1469278379854639686,Year joined Nescafe Plan,2019.0,programs,276
1469278379854642125,Year joined Nescafe Plan,2021.0,programs,277
1469278379854640951,Year joined Nescafe Plan,2021.0,programs,278
1469278379854642215,Year joined Nescafe Plan,2019.0,programs,279
1469278379854642215,Year joined Nescafe Plan,2019.0,programs,280
1469278379854640079,Year joined Nescafe Plan,2019.0,programs,281
1469278379854642194,Year joined Nescafe Plan,2020.0,programs,282
1469278379854640971,Year joined Nescafe Plan,2020.0,programs,283
1469278379854640065,Year joined Nescafe Plan,2019.0,programs,284
1469278379854640065,Year joined Nescafe Plan,2019.0,programs,285
1469278379854642173,Year joined Nescafe Plan,2014.0,programs,286
1469278379854642173,Year joined Nescafe Plan,2014.0,programs,287
1469278379854641215,Year joined Nescafe Plan,2021.0,programs,288
1469278379854641215,Year joined Nescafe Plan,2021.0,programs,289
1469278379854641215,Year joined Nescafe Plan,2021.0,programs,290
1469278379854641215,Year joined Nescafe Plan,2021.0,programs,291
1469278379854641215,Year joined Nescafe Plan,2021.0,programs,292
1469278379854641215,Year joined Nescafe Plan,2021.0,programs,293
1469278379854640961,Year joined Nescafe Plan,2023.0,programs,294
1469278379854640900,Year joined Nescafe Plan,2021.0,programs,295
1469278379854642890,Year joined Nescafe Plan,2014.0,programs,296
1469278379854640339,Year joined Nescafe Plan,2021.0,programs,297
1469278379854643031,Year joined Nescafe Plan,2014.0,programs,298
1469278379854641605,Year joined Nescafe Plan,2023.0,programs,299
1469278379854641605,Year joined Nescafe Plan,2023.0,programs,300
1469278379854640257,Year joined Nescafe Plan,2020.0,programs,301
1469278379854643043,Year joined Nescafe Plan,2016.0,programs,302
1469278379854641569,Year joined Nescafe Plan,2022.0,programs,303
1469278379854642073,Year joined Nescafe Plan,2021.0,programs,304
1469278379854642301,Year joined Nescafe Plan,2018.0,programs,305
1469278379854640613,Year joined Nescafe Plan,2015.0,programs,306
1469278379854642479,Year joined Nescafe Plan,2021.0,programs,307
1469278379854642479,Year joined Nescafe Plan,2021.0,programs,308
1469278379854642479,Year joined Nescafe Plan,2021.0,programs,309
1469278379854640625,Year joined Nescafe Plan,2015.0,programs,310
1469883818362505174,Year joined Nescafe Plan,2020.0,programs,311
1469278379855039037,Year joined Nescafe Plan,2011.0,programs,312
1469278379855040664,Year joined Nescafe Plan,2015.0,programs,313
1469278379855036915,Year joined Nescafe Plan,2012.0,programs,314
1469278379855037067,Year joined Nescafe Plan,2017.0,programs,315
1469278379855038019,Year joined Nescafe Plan,2015.0,programs,316
1469278379855037842,Year joined Nescafe Plan,2012.0,programs,317
1469278379855040862,Year joined Nescafe Plan,2016.0,programs,318
1469278379855038442,Year joined Nescafe Plan,2011.0,programs,319
1469278379855040212,Year joined Nescafe Plan,2012.0,programs,321
1469278379855039053,Year joined Nescafe Plan,2014.0,programs,322
1469278379855038729,Year joined Nescafe Plan,2016.0,programs,323
1469278379855038358,Year joined Nescafe Plan,2015.0,programs,324
1469278379855037425,Year joined Nescafe Plan,2011.0,programs,325
1469278379855038409,Year joined Nescafe Plan,2014.0,programs,326
1469278379855039084,Year joined Nescafe Plan,2011.0,programs,327
1469278379855040001,Year joined Nescafe Plan,2012.0,programs,328
1469278379855040001,Year joined Nescafe Plan,2012.0,programs,329
1469278379855040001,Year joined Nescafe Plan,2012.0,programs,330
1469278379855038668,Year joined Nescafe Plan,2011.0,programs,331
1469278379855009580,Year joined Nescafe Plan,2014.0,programs,332
1469278379855040455,Year joined Nescafe Plan,2022.0,programs,333
1469278379855040422,Year joined Nescafe Plan,2021.0,programs,334
1469278379855039608,Year joined Nescafe Plan,2021.0,programs,335
1469278379855038830,Year joined Nescafe Plan,2015.0,programs,336
1469278379855039042,Year joined Nescafe Plan,2011.0,programs,337
1469883818362505115,Year joined Nescafe Plan,2017.0,programs,338
1469883818362505118,Year joined Nescafe Plan,2023.0,programs,339
1469278379855038999,Year joined Nescafe Plan,2011.0,programs,340
1469278379855039728,Year joined Nescafe Plan,2011.0,programs,341
1469278379855039878,Year joined Nescafe Plan,2011.0,programs,342
1469278379855038499,Year joined Nescafe Plan,2011.0,programs,343
1469278379855039832,Year joined Nescafe Plan,2011.0,programs,344
1469278379855037698,Year joined Nescafe Plan,2017.0,programs,345
1469278379855037177,Year joined Nescafe Plan,2017.0,programs,346
1469278379855037185,Year joined Nescafe Plan,2016.0,programs,347
1469278379855040741,Year joined Nescafe Plan,2016.0,programs,348
1469278379855037201,Year joined Nescafe Plan,2019.0,programs,349
1469278379855039787,Year joined Nescafe Plan,2011.0,programs,350
1469278379855040252,Year joined Nescafe Plan,2024.0,programs,351
1469278379855040132,Year joined Nescafe Plan,2010.0,programs,352
1469278379855039488,Year joined Nescafe Plan,2011.0,programs,353
1469278379855040307,Year joined Nescafe Plan,2013.0,programs,354
1469278379855040307,Year joined Nescafe Plan,2013.0,programs,355
1469278379855039486,Year joined Nescafe Plan,2011.0,programs,356
1469278379855040352,Year joined Nescafe Plan,2022.0,programs,357
1469278379855040352,Year joined Nescafe Plan,2022.0,programs,358
1469278379855040352,Year joined Nescafe Plan,2022.0,programs,359
1469278379855039407,Year joined Nescafe Plan,2011.0,programs,360
1469278379855040432,Year joined Nescafe Plan,2018.0,programs,361
1469278379855038122,Year joined Nescafe Plan,2011.0,programs,362
1469278379855040242,Year joined Nescafe Plan,2012.0,programs,363
1469278379855039629,Year joined Nescafe Plan,2023.0,programs,364
1469883818362505224,Year joined Nescafe Plan,2023.0,programs,365
1469278379855040198,Year joined Nescafe Plan,2020.0,programs,366
1469278379855040099,Year joined Nescafe Plan,2011.0,programs,367
1469278379855038070,Year joined Nescafe Plan,2019.0,programs,368
1469278379855038552,Year joined Nescafe Plan,2012.0,programs,369
1469278379855038690,Year joined Nescafe Plan,2017.0,programs,370
1469278379855037403,Year joined Nescafe Plan,2012.0,programs,371
1469278379855038672,Year joined Nescafe Plan,2014.0,programs,372
1469278379855037409,Year joined Nescafe Plan,2021.0,programs,373
1469278379855037416,Year joined Nescafe Plan,2013.0,programs,374
1469278379855037520,Year joined Nescafe Plan,2014.0,programs,375
1469278379855037251,Year joined Nescafe Plan,2012.0,programs,376
1469278379855040589,Year joined Nescafe Plan,2014.0,programs,377
1469278379855036998,Year joined Nescafe Plan,2012.0,programs,378
1469278379854782610,Year joined Nescafe Plan,2010.0,programs,379
1469278379855039342,Year joined Nescafe Plan,2024.0,programs,380
1469278379855037024,Year joined Nescafe Plan,2019.0,programs,381
1469278379855039320,Year joined Nescafe Plan,2019.0,programs,382
1469278379855036851,Year joined Nescafe Plan,2023.0,programs,383
1469278379855036956,Year joined Nescafe Plan,2011.0,programs,384
1469278379855036956,Year joined Nescafe Plan,2011.0,programs,385
1469278379855036956,Year joined Nescafe Plan,2011.0,programs,386
1469278379855012202,Year joined Nescafe Plan,2016.0,programs,387
1469278379855037391,Year joined Nescafe Plan,2021.0,programs,388
1469278379854640502,Year joined Nescafe Plan,2024.0,programs,389
1469278379854640502,Year joined Nescafe Plan,2024.0,programs,390
1469278379854640527,Year joined Nescafe Plan,2010.0,programs,391
1469278379855013741,Year joined Nescafe Plan,2024.0,programs,392
1469278379854641314,Year joined Nescafe Plan,2015.0,programs,397
1469278379855036603,Year joined Nescafe Plan,2012.0,programs,398
1469278379855037069,Year joined Nescafe Plan,2023.0,programs,399
1469278379855037183,Year joined Nescafe Plan,2017.0,programs,400
1469278379855037071,Year joined Nescafe Plan,2015.0,programs,401
1469278379855036960,Year joined Nescafe Plan,2014.0,programs,402
1469278379855036960,Year joined Nescafe Plan,2014.0,programs,403
1469278379855036789,Year joined Nescafe Plan,2014.0,programs,404
1469278379855037002,Year joined Nescafe Plan,2024.0,programs,405
1469278379855036719,Year joined Nescafe Plan,2012.0,programs,406
1469278379855036643,Year joined Nescafe Plan,2023.0,programs,407
1469278379855009751,Year joined Nescafe Plan,2015.0,programs,408
1469278379855040784,Year joined Nescafe Plan,2016.0,programs,411
1469278379855038127,Year joined Nescafe Plan,2024.0,programs,413
1469278379854639222,Number of Nescafe training sessions in last 12 months male,1,programs,484
1469278379854639342,Number of Nescafe training sessions in last 12 months male,0,programs,485
1469278379854638502,Number of Nescafe training sessions in last 12 months male,2,programs,486
1469278379854638316,Number of Nescafe training sessions in last 12 months male,1,programs,487
1469883818362504539,Number of Nescafe training sessions in last 12 months male,0,programs,488
1469278379855013128,Number of Nescafe training sessions in last 12 months male,2,programs,489
1469278379855012334,Number of Nescafe training sessions in last 12 months male,0,programs,490
1469278379855013186,Number of Nescafe training sessions in last 12 months male,1,programs,491
1469883818362504743,Number of Nescafe training sessions in last 12 months male,2,programs,492
1469278379854782274,Number of Nescafe training sessions in last 12 months male,1,programs,493
1469278379855014872,Number of Nescafe training sessions in last 12 months male,3,programs,494
1469278379855004447,Number of Nescafe training sessions in last 12 months male,0,programs,495
1469278379855004447,Number of Nescafe training sessions in last 12 months male,0,programs,496
1469278379855004447,Number of Nescafe training sessions in last 12 months male,0,programs,497
1469278379854781944,Number of Nescafe training sessions in last 12 months male,0,programs,498
1469278379854781789,Number of Nescafe training sessions in last 12 months male,0,programs,499
1469278379854781780,Number of Nescafe training sessions in last 12 months male,3,programs,500
1469278379855014611,Number of Nescafe training sessions in last 12 months male,2,programs,501
1469278379855014782,Number of Nescafe training sessions in last 12 months male,2,programs,502
1469278379855013420,Number of Nescafe training sessions in last 12 months male,0,programs,503
1469278379855013426,Number of Nescafe training sessions in last 12 months male,2,programs,504
1469278379855008977,Number of Nescafe training sessions in last 12 months male,3,programs,505
1469278379854782189,Number of Nescafe training sessions in last 12 months male,3,programs,506
1469883818362504707,Number of Nescafe training sessions in last 12 months male,3,programs,507
1469278379855004763,Number of Nescafe training sessions in last 12 months male,1,programs,508
1469278379854782176,Number of Nescafe training sessions in last 12 months male,0,programs,509
1469278379855013194,Number of Nescafe training sessions in last 12 months male,0,programs,510
1469278379854783010,Number of Nescafe training sessions in last 12 months male,0,programs,511
1469278379855012739,Number of Nescafe training sessions in last 12 months male,1,programs,512
1469278379854783130,Number of Nescafe training sessions in last 12 months male,0,programs,513
1469278379855009281,Number of Nescafe training sessions in last 12 months male,2,programs,514
1469883818362505057,Number of Nescafe training sessions in last 12 months male,0,programs,515
1469278379854782955,Number of Nescafe training sessions in last 12 months male,0,programs,516
1469278379854782066,Number of Nescafe training sessions in last 12 months male,0,programs,517
1469278379854782983,Number of Nescafe training sessions in last 12 months male,2,programs,518
1469278379855009775,Number of Nescafe training sessions in last 12 months male,2,programs,519
1469278379855009775,Number of Nescafe training sessions in last 12 months male,2,programs,520
1469278379854781982,Number of Nescafe training sessions in last 12 months male,2,programs,521
1469883818362504785,Number of Nescafe training sessions in last 12 months male,2,programs,522
1469278379854782311,Number of Nescafe training sessions in last 12 months male,1,programs,523
1469883818362504788,Number of Nescafe training sessions in last 12 months male,3,programs,524
1469278379854782873,Number of Nescafe training sessions in last 12 months male,3,programs,525
1469278379855013487,Number of Nescafe training sessions in last 12 months male,0,programs,526
1469278379854782303,Number of Nescafe training sessions in last 12 months male,2,programs,527
1469278379854782330,Number of Nescafe training sessions in last 12 months male,2,programs,528
1469278379855013538,Number of Nescafe training sessions in last 12 months male,3,programs,529
1469278379854677182,Number of Nescafe training sessions in last 12 months male,0,programs,530
1469278379854782765,Number of Nescafe training sessions in last 12 months male,0,programs,531
1469278379854677051,Number of Nescafe training sessions in last 12 months male,0,programs,532
1469278379855012279,Number of Nescafe training sessions in last 12 months male,0,programs,533
1469278379854782856,Number of Nescafe training sessions in last 12 months male,0,programs,534
1469278379855009590,Number of Nescafe training sessions in last 12 months male,2,programs,535
1469278379855009590,Number of Nescafe training sessions in last 12 months male,2,programs,536
1469278379855009590,Number of Nescafe training sessions in last 12 months male,2,programs,537
1469278379854677054,Number of Nescafe training sessions in last 12 months male,3,programs,538
1469278379855012573,Number of Nescafe training sessions in last 12 months male,3,programs,539
1469278379854783229,Number of Nescafe training sessions in last 12 months male,0,programs,540
1469278379854781962,Number of Nescafe training sessions in last 12 months male,0,programs,541
1469278379854677037,Number of Nescafe training sessions in last 12 months male,1,programs,542
1469278379855012570,Number of Nescafe training sessions in last 12 months male,3,programs,543
1469883818362504744,Number of Nescafe training sessions in last 12 months male,3,programs,544
1469278379855012184,Number of Nescafe training sessions in last 12 months male,0,programs,545
1469883818362504715,Number of Nescafe training sessions in last 12 months male,0,programs,546
1469278379854783135,Number of Nescafe training sessions in last 12 months male,3,programs,547
1469278379855012158,Number of Nescafe training sessions in last 12 months male,4 or more,programs,548
1469278379854783115,Number of Nescafe training sessions in last 12 months male,3,programs,549
1469278379854782426,Number of Nescafe training sessions in last 12 months male,1,programs,550
1469278379855013057,Number of Nescafe training sessions in last 12 months male,3,programs,551
1469278379855013057,Number of Nescafe training sessions in last 12 months male,3,programs,552
1469278379854783104,Number of Nescafe training sessions in last 12 months male,3,programs,553
1469278379854782419,Number of Nescafe training sessions in last 12 months male,0,programs,554
1469278379855009927,Number of Nescafe training sessions in last 12 months male,0,programs,555
1469278379854677226,Number of Nescafe training sessions in last 12 months male,2,programs,556
1469278379855012818,Number of Nescafe training sessions in last 12 months male,0,programs,557
1469278379854677162,Number of Nescafe training sessions in last 12 months male,3,programs,558
1469278379854782733,Number of Nescafe training sessions in last 12 months male,2,programs,559
1469278379854677174,Number of Nescafe training sessions in last 12 months male,2,programs,560
1469278379854783053,Number of Nescafe training sessions in last 12 months male,2,programs,561
1469278379854782727,Number of Nescafe training sessions in last 12 months male,2,programs,562
1469278379855013676,Number of Nescafe training sessions in last 12 months male,1,programs,563
1469278379855013697,Number of Nescafe training sessions in last 12 months male,1,programs,564
1469278379854782243,Number of Nescafe training sessions in last 12 months male,1,programs,565
1469278379855012382,Number of Nescafe training sessions in last 12 months male,1,programs,566
1469278379854783211,Number of Nescafe training sessions in last 12 months male,3,programs,567
1469278379855012339,Number of Nescafe training sessions in last 12 months male,0,programs,568
1469278379854783216,Number of Nescafe training sessions in last 12 months male,0,programs,569
1469278379855012856,Number of Nescafe training sessions in last 12 months male,1,programs,570
1469278379855013932,Number of Nescafe training sessions in last 12 months male,2,programs,571
1469278379855013152,Number of Nescafe training sessions in last 12 months male,2,programs,572
1469278379855014007,Number of Nescafe training sessions in last 12 months male,2,programs,573
1469278379855014007,Number of Nescafe training sessions in last 12 months male,2,programs,574
1469278379855013593,Number of Nescafe training sessions in last 12 months male,4 or more,programs,575
1469278379855013826,Number of Nescafe training sessions in last 12 months male,2,programs,576
1469278379855012881,Number of Nescafe training sessions in last 12 months male,0,programs,577
1469278379855013861,Number of Nescafe training sessions in last 12 months male,1,programs,578
1469278379855013563,Number of Nescafe training sessions in last 12 months male,4 or more,programs,579
1469278379855012835,Number of Nescafe training sessions in last 12 months male,0,programs,580
1469278379855009880,Number of Nescafe training sessions in last 12 months male,2,programs,581
