entity_id,financial_records,vsla
7955439997586929230,Yes,
7955439997586929227,Yes,
7955439997583324930,No,
1470002575945827301,Yes,0.0
1470002575945827192,Yes,
1470002575945818819,No,0.0
1470002575945827882,Yes,0.0
7955439997583325318,No,
1470002575956819661,Yes,
7955439997587382959,No,
7955439997587382605,No,
7955439997583324994,Yes,
7955439997586929231,Yes,
1470002575945826974,Yes,0.0
1469278379855014157,Yes,
1469278379855008618,Yes,
1469278379855014171,Yes,
1470002575945827026,Yes,
7955439997587382927,No,
7955439997587382872,No,
7955439997587382925,Yes,
7955439997583324819,No,
7955439997587382625,No,
1470002575945818834,No,
7955439997583324912,No,
7955439997583324962,Yes,
1470002575945827703,Yes,0.0
7955662907700729406,,
7955439997583325219,No,
7955439997583923973,,
7955439997587382532,No,
7955439997587382600,No,
7955439997587382546,No,
7955439997587382711,Yes,
7955439997587859950,,
7955439997587382536,No,
7955439997587382655,No,
7955439997587382663,No,
7955439997587382733,No,
7955439997583324831,No,
7955439997583325281,Yes,
7955439997583324824,Yes,
7955439997587382477,No,
1469278379855004689,Yes,
7955439997583324839,Yes,
1469278379855004656,Yes,
7955439997587382726,No,
7955439997583325030,No,
1469278379855004745,Yes,
7955439997583324818,No,
7955439997583324802,No,
7955662907700729410,,
7955439997587382343,Yes,
7955662907700729413,,
1469278379855008981,Yes,
7955439997587382427,No,
7955439997587382139,Yes,
1469278379855008968,Yes,
7955439997583325445,Yes,
1469278379855004642,Yes,
7955439997583324837,No,
7955439997587382715,No,
1469592163271952223,No,
1469278379855004669,Yes,
1469278379855008939,Yes,
7955439997587382313,No,
7955439997587382181,No,
1469278379855004819,Yes,
1469278379855004566,Yes,
7955439997583325662,Yes,
7955439997583325550,Yes,
7955439997587382064,No,
7955439997587382070,No,
7955439997587382394,No,
7955439997587382084,No,
7955439997587382420,No,
7955439997583325134,Yes,
1469592163271960051,Yes,
7955439997583325172,Yes,
1469592163271966521,No,
1469592163271964201,Yes,
7955439997583324884,No,
1469278379854782992,Yes,
7955439997583324780,No,
1469592163271966522,No,
7955439997587381838,No,
1469592163271963224,Yes,
7955439997587382142,No,
7955439997583325179,Yes,
1469278379855014870,Yes,
1469278379855014850,Yes,
1469883818362505065,Yes,
1469883818362505068,Yes,
7955439997587381878,No,
1469592163271960747,Yes,
7955439997583324878,No,
7955439997583324795,No,
1469592163271962153,Yes,
1469278379854677088,No,
1469278379854782863,Yes,
7955439997587382117,No,
7955439997583325440,Yes,
1469278379855009149,No,
1469592163271958226,Yes,
7955439997583325175,No,
1469278379854677048,Yes,
1469883818362504748,Yes,
1469278379855009107,Yes,
7955439997587382012,No,
7955439997583325040,No,
1469278379855009143,Yes,
1469278379855008909,Yes,
1469278379854782933,Yes,
1469278379855008896,Yes,
7955439997587382020,No,
1469278379854781842,No,
1469278379854781834,No,
1469278379854782526,No,
1469278379854677051,Yes,
7955439997587382011,No,
7955439997583325486,No,
1469592163271960777,Yes,
7955662907700729414,,
7955439997587381699,No,
7955439997587381677,No,
7955439997587381683,No,
7955439997587381706,No,
7955439997587381932,No,
1470002575956819706,No,
7955439997587860202,Yes,
1469592163271967037,Yes,
1469278379855005004,Yes,
1469278379855008262,Yes,
1469278379855005101,Yes,
1469278379854782145,Yes,
7955439997587381805,Yes,
1469278379855008401,Yes,
1469278379854782199,Yes,
1469278379854783032,Yes,
1469278379854782215,No,
1469592163271954209,No,
1469592163271960616,Yes,
7955439997587381884,No,
1469278379855008269,Yes,
7955439997587381959,No,
1469592163271964117,Yes,
1469278379855008124,Yes,
1469278379854783035,Yes,
1469592163271966530,Yes,
7955439997587381889,No,
1469278379855008060,No,
1469278379854782985,Yes,
1469278379854782123,Yes,
1469278379854781877,No,
1469278379855008816,Yes,
1469278379855008041,Yes,
1469278379855008072,Yes,
1469278379855008812,Yes,
7955439997587381722,No,
7955439997587381774,No,
1469278379854782996,Yes,
1469883818362504719,Yes,
1469883818362504819,Yes,
7955439997587381738,Yes,
1469592163271956842,Yes,
1469278379854782474,Yes,
1469278379854783171,Yes,
1469278379855005184,Yes,
1469592163271956798,Yes,
1469592163271962268,Yes,
1470002575956819221,Yes,
1469278379855008161,Yes,
1469278379854782782,No,
1469278379855004922,Yes,
1469278379854782076,Yes,
1469592163271958267,Yes,
1470002575956819604,Yes,
1470002575956819603,Yes,
1469592163271958257,Yes,
1469278379855008350,Yes,
1469278379854782109,Yes,
1469592163271960170,Yes,
1469278379855004915,Yes,
1469278379855004992,No,
1469883818362504808,Yes,
1469278379855004968,Yes,
1469278379855008417,Yes,
1469278379855008436,Yes,
1469278379854782492,Yes,
1469883818362504791,Yes,
1469278379854782092,Yes,
1469278379855005215,Yes,
7955439997587860220,Yes,
1469592163271967068,Yes,
7955439997587860204,Yes,
1469592163271966489,Yes,
1469592163271960069,Yes,
1469592163271963217,No,
7955662907700729412,,
7955662907700729408,,
1469592163271954133,Yes,
1469592163271958407,No,
1469592163271961960,Yes,
1469278379854782876,Yes,
7955439997587860246,Yes,
1469278379854782828,Yes,
1469278379854782119,Yes,
1469592163271964968,Yes,
1469278379854782851,Yes,
1469278379854782268,Yes,
1469278379854782283,Yes,
1469592163271956790,Yes,
1469592163271961950,Yes,
1469592163271956037,Yes,
1469592163271954470,Yes,
1469592163271951726,Yes,
1469278379854782050,Yes,
1469592163271959560,Yes,
1469592163271960177,Yes,
1469592163271963955,No,
1469592163271954429,Yes,
1469592163271963926,Yes,
1469278379854783140,Yes,
1469278379854781994,Yes,
1469278379854783068,No,
1469883818362504759,Yes,
1469278379854781931,Yes,
1469278379854783099,No,
7955662907700729405,,
7955439997587860207,Yes,
1469592163271961702,Yes,
1469592163271961614,Yes,
1469592163271960967,No,
1469592163271960243,No,
1469592163271963393,Yes,
1469278379854677161,Yes,
1469278379854677158,Yes,
7955439997582574640,No,
7955439997582574390,No,
1469278379854782909,Yes,
7955439997582574361,No,
7955439997582574438,No,
1469278379854677186,No,
1469278379854782910,Yes,
7955439997582574398,No,
7955439997582574632,No,
7955439997582574418,No,
7955439997582574691,No,
1469278379854781801,Yes,
7955439997582574594,No,
7955439997582574503,No,
1469883818362504782,Yes,
1469278379854783238,No,
7955439997582575567,Yes,
7955439997582574448,No,
7955439997582574458,Yes,
7955439997582574553,No,
7955439997582574535,No,
1469278379854782689,Yes,
7955439997582575502,Yes,
7955439997582575487,No,
1469453888487996632,No,0.0
1469453888487995462,Yes,0.0
7955439997582574782,No,
7955439997582576065,No,
7955439997582576107,No,
7955439997582576012,No,
7955439997582574817,Yes,
7955439997582576000,Yes,
7955439997582576071,No,
7955439997582575413,Yes,
7955439997582575412,No,
7955439997582575354,No,
7955439997582575649,Yes,
7955439997582575655,No,
7955439997582575614,Yes,
7955439997582575722,Yes,
7955439997582575697,No,
7955439997582575606,Yes,
7955439997582575770,,
7955439997582575771,No,
7955439997582575100,Yes,
7955439997582576973,No,
7955439997582575304,No,
7955439997582575038,No,
7955439997582575356,Yes,
7955439997582577018,No,
7955439997582577141,No,
7955439997582577085,No,
7955439997582577212,No,
7955439997582575099,Yes,
7955439997582577089,Yes,
7955439997582575258,Yes,
7955439997582577291,No,
7955439997582575028,Yes,
7955439997582575118,No,
7955439997582575260,No,
7955439997582577244,No,
7955439997582577153,No,
7955439997582577183,No,
7955662907697650386,,
7955662907697650384,Yes,
7955662907697650381,,
7955662907697650388,,
7955439997582577869,Yes,
7955439997582577877,No,
7955439997582577864,No,
7955439997582576617,No,
7955439997582576696,Yes,
7955439997582576622,No,
7955662907697650383,,
7955439997582579410,No,
7955439997582579059,No,
7955439997582577940,Yes,
7955439997582577941,Yes,
7955439997582577909,No,
7955439997582577922,No,
7955439997582577912,No,
7955439997582576572,Yes,
7955439997582576682,No,
7955439997582576669,Yes,
7955439997582577856,No,
7955439997582576661,No,
7955439997582577841,No,
7955439997582577840,No,
7955439997582576651,No,
7955439997582576671,No,
7955439997582576656,Yes,
7955662907697650387,,
7955439997582579138,No,
7955662907697650378,Yes,
7955662907697650390,Yes,
7955662907697650379,No,
7955439997582579408,No,
7955439997582579537,No,
7955439997582579490,No,
7955439997582579066,No,
7955439997582579358,Yes,
7955439997582579305,No,
7955439997582579546,No,
7955439997582579244,No,
7955439997582579516,Yes,
7955439997582579389,No,
7955662907697650385,Yes,
1469453888487995656,No,5.0
1469418069232862133,No,0.0
1469453888487995490,Yes,0.0
7955439997588499927,No,1.0
7955439997582578155,Yes,
7955439997582578159,No,
7955439997582578124,No,
1469418069232862185,No,0.0
7955439997582576791,No,
7955439997582576739,No,
1469453888487995677,No,0.0
7955439997582576756,,
7955439997582576719,No,
7955439997582578393,Yes,
7955439997582576750,No,
7955439997582578315,No,
7955439997582578320,Yes,
7955439997583736661,No,
7955439997583736520,No,
1469453888487995282,No,4.0
7955439997582578200,No,
7955439997582576808,No,
7955439997582576735,Yes,
7955439997583736557,No,
7955439997582576742,Yes,
7955439997583736659,No,
7955439997582577984,No,
7955439997588499914,,
1469453888487996695,Yes,0.0
7955662907697650380,Yes,
7955439997583736504,Yes,
1469453888487995527,No,0.0
7955439997583736626,No,
7955439997582177084,Yes,1.0
7955662907697650382,No,
7955439997583736779,,
1469453888487996742,No,2.0
7955439997582576938,No,
7955439997583736725,No,
7955439997583736782,No,
7955439997582578839,No,
7955439997582576934,No,
7955439997583736793,No,
7955439997582578719,Yes,
7955439997582576864,No,
7955439997583736452,No,
7955439997582576878,Yes,
1469453888487995700,Yes,3.0
7955439997582576829,No,
7955439997582578854,No,
1469453888487995452,No,3.0
7955439997583736728,No,
7955439997582578880,No,
7955439997582576924,No,
7955439997582576955,No,
7955439997583736583,No,
7955439997583736588,No,
7955439997582576889,No,
7955439997583736569,No,
7955439997583736750,No,
7955439997582576567,Yes,
7955439997583736709,No,
7955439997582576887,Yes,
7955439997583736746,No,
7955439997583736803,Yes,
7955439997583736836,No,
7955439997583736806,No,
7955439997583736809,No,
1469453888487996644,No,1.0
7955439997583736605,No,
7955439997583736454,No,
7955439997583736453,No,
7955439997583736459,Yes,
7955439997583736457,No,
1469453888487996662,No,2.0
7955439997583736619,No,
7955439997583736634,No,
7955439997583736613,No,
1469453888487996448,No,3.0
7955439997582576548,Yes,
7955439997582578921,No,
7955439997583736882,Yes,
7955439997582579014,Yes,
7955439997583736535,No,
7955439997582576543,No,
7955439997582578603,No,
7955439997582578985,Yes,
7955439997582578671,No,
7955439997583736463,No,
7955439997583736550,No,
7955439997587382033,,
7955439997583736860,No,
7955439997582578885,No,
7955439997583736876,No,
1469453888487996557,Yes,4.0
7955439997582578963,Yes,
7955439997583736843,Yes,
7955439997583736552,No,
7955439997583736514,No,
7955439997583736672,No,
7955439997583736671,No,
7955439997582576546,No,
7955439997582578621,No,
7955439997582578614,No,
7955439997583736490,No,
7955439997582579007,Yes,
7955439997583736663,No,
7955439997583736511,,
7955439997583736476,No,
7955439997583736472,No,
1469453888487996539,No,0.0
1469453888487996565,Yes,0.0
7955439997584718841,,
1469418069232862221,No,0.0
1469453888487996353,Yes,1.0
1469453888487996366,Yes,0.0
1469453888487996335,No,0.0
7955439997582577321,No,
1469453888487996354,Yes,0.0
7955439997582576498,No,
7955439997582577425,No,
7955439997582577393,No,
7955439997582577395,Yes,
7955439997582577442,No,
1469453888487995624,Yes,0.0
1469453888487995505,Yes,0.0
1469453888487995480,Yes,2.0
1469453888487996968,No,0.0
7955439997582577341,Yes,
7955439997582577497,Yes,
7955439997582577525,Yes,
7955439997582577510,No,
7955439997582576523,No,
7955439997582576459,Yes,
7955439997582577567,No,
1469418069232862199,Yes,4.0
7955439997583734775,No,
1469453888487995992,Yes,4.0
7955439997582577485,Yes,
7955439997582577352,No,
7955439997582577517,No,
7955439997582577592,No,
7955439997583735187,No,
7955439997583734806,No,
7955439997583735240,No,
7955439997583735242,No,
7955439997583735139,No,
7955439997583734829,No,
7955439997583735115,No,
7955439997583736252,No,
7955439997583734947,No,
7955439997583734950,No,
7955439997583735459,No,
7955439997583736182,No,
7955439997583736199,No,
7955439997583734756,No,
7955439997583734939,No,
1469453888487995311,Yes,3.0
1469453888487995307,No,1.0
1469418069232862130,No,2.0
1469418069232862175,Yes,6.0
7955439997583735971,No,
7955439997583736114,No,
7955439997583736060,Yes,
7955439997583736033,No,
7955439997583734703,No,
7955439997583736021,Yes,
1469453888487995309,Yes,2.0
1469453888487996712,Yes,1.0
7955439997583734684,No,
7955439997583736062,No,
7955439997583734617,No,
7955439997583734607,No,
7955439997583734601,No,
7955439997583736118,No,
7955439997583736045,No,
7955439997583735982,No,
7955439997587360486,No,
7955439997583980593,,
7955439997583735389,No,
7955439997583734824,No,
1469453888487996629,No,3.0
1469278379855037778,Yes,
1469418069232862155,Yes,1.0
7955439997583734867,No,
7955439997583736178,No,
7955439997583736190,Yes,
7955439997583736188,Yes,
7955439997583734819,No,
7955439997583736204,No,
1469278379855038216,No,
1469453888487996624,Yes,0.0
7955439997583736280,No,
7955439997583736228,No,
7955439997583736247,Yes,
1469278379855040311,Yes,
7955439997583736222,No,
7955439997582420562,Yes,
7955439997583736230,No,
1469418069232862152,Yes,0.0
7955439997583736261,Yes,
1469418069232862192,No,3.0
1469278379855038420,Yes,
7955439997583735460,No,
7955439997583735466,No,
7955439997583735434,No,
1469278379855039238,No,
7955439997583736294,No,
1469278379855036872,Yes,
1469278379855038410,No,
1469278379855037433,No,
1469278379855038003,Yes,
1469278379855038441,Yes,
7955439997583736432,No,
7955439997583736382,No,
1469418069232862226,Yes,2.0
1469278379855038115,Yes,
1469278379855038085,Yes,
7955439997583736346,No,
7955439997583736423,No,
1469418069232862188,No,0.0
7955439997583736350,No,
7955439997583736344,Yes,
7955439997583735340,No,
7955439997583735354,No,
7955439997583735250,No,
7955439997583736378,No,
7955439997583736424,No,
7955439997583736355,No,
1469453888487996882,No,2.0
7955439997583735271,No,
1469278379855038263,Yes,
1469453888487996473,No,2.0
1469278379855038001,Yes,
7955439997583735248,No,
1469278379855037340,Yes,
7955439997583735150,No,
7955439997583735148,No,
1469278379855040744,Yes,
7955439997583736002,No,
7955439997583735144,No,
7955439997583735924,No,
7955439997583735322,No,
1469278379855038067,Yes,
1469278379855037832,No,
7955439997583735919,Yes,
1469278379855038205,Yes,
1469278379855037385,Yes,
1469453888487996450,Yes,1.0
1469278379855037941,Yes,
7955439997583735881,Yes,
7955439997583735314,No,
7955439997583735193,No,
7955439997583735170,No,
7955439997583735176,No,
7955439997582420595,No,
1469278379855037718,Yes,
7955439997583735991,No,
7955439997583736132,No,
1469278379855037669,Yes,
7955439997582420594,No,
1469453888487996519,No,3.0
1469453888487996496,Yes,2.0
1469418069232862174,No,2.0
1469418069232862173,Yes,1.0
7955439997583736127,No,
1469278379855039095,No,
7955439997583734926,No,
1469278379855040414,Yes,
1469278379855037910,Yes,
7955439997583736076,Yes,
7955439997583736064,No,
1469278379855040894,Yes,
7955439997583735105,No,
7955439997583735114,No,
1469278379855039757,No,
1469278379855039059,No,
1469278379855040896,No,
7955439997583734996,Yes,
1469278379855038859,Yes,
7955439997583734965,No,
7955439997583735937,No,
7955439997583735098,No,
1469278379855038587,Yes,
7955439997583736183,Yes,
7955439997583735066,No,
1469278379855039777,No,
1469278379855040089,No,
7955439997582420597,Yes,
1469453888487996110,Yes,0.0
1469278379855039075,Yes,
7955439997583734984,,
1469278379855039955,No,
1469418069232862172,Yes,0.0
1469278379855039036,Yes,
7955439997583734972,,
7955439997583735035,Yes,
7955439997583734966,,
1469278379855040840,Yes,
1469418069232862184,Yes,2.0
1469278379855040903,Yes,
1469453888487996081,Yes,0.0
1469278379855038789,Yes,
1469278379855039434,Yes,
1469453888487996124,No,0.0
1469418069232862157,Yes,1.0
1469278379855040235,No,
1469278379855039327,Yes,
1469418069232862163,No,0.0
1469278379855040338,Yes,
1469278379855040198,No,
1469278379855040148,Yes,
1469418069232862160,No,1.0
1469278379855040214,Yes,
1469278379855039138,No,
1469278379855040609,No,
1469453888487996145,Yes,0.0
1469418069232862159,Yes,0.0
1469278379855039698,Yes,
1469883818362505273,Yes,
1469278379855036689,Yes,
1469278379855040292,No,
7955439997587381874,,
1469453888487996199,No,4.0
1469453888487996195,Yes,1.0
1469278379855038661,Yes,
7955439997583735733,No,
1469453888487996201,Yes,2.0
7955439997583735804,No,
7955439997583735627,No,
7955439997583735819,No,
7955439997583735793,No,
1469278379855039859,Yes,
7955439997583736561,,
1469278379855036710,Yes,
7955439997583735479,Yes,
7955439997583735567,,
7955439997583735579,Yes,
7955439997583735741,Yes,
1469278379855038730,Yes,
7955439997583735685,No,
1469278379855037255,Yes,
1469278379855038729,Yes,
7955439997583735770,No,
7955439997583735605,No,
7955439997583735588,No,
1469278379855037217,Yes,
7955439997583735633,No,
7955439997583735732,Yes,
7955439997583735526,No,
1469418069232862167,Yes,2.0
7955439997583735521,Yes,
7955439997583735591,No,
7955439997583735639,,
7955439997583735601,No,
7955439997583735790,Yes,
7955439997583735773,No,
1469278379855038649,Yes,
7955439997583735665,No,
1469278379855038689,Yes,
1469278379855037176,Yes,
1469278379855037271,No,
1469278379855037274,Yes,
1469418069232862217,Yes,4.0
1469453888487995331,Yes,3.0
1469278379855036953,Yes,
1469278379855036637,Yes,
1469278379855036596,Yes,
1469453888487995806,No,0.0
1469278379855037023,Yes,
1469278379855037069,Yes,
1469418069232862098,Yes,0.0
1469453888487995779,No,0.0
1469453888487995822,Yes,1.0
1469418069232862178,Yes,2.0
1469418069232862176,Yes,2.0
1470002575945832268,,
1469418069232862114,Yes,1.0
1469418069232862113,Yes,0.0
1469418069232862107,Yes,2.0
1469418069232862101,No,1.0
1469418069232862103,Yes,1.0
1469278379855039484,Yes,
1469453888487995619,No,0.0
1469453888487995637,Yes,2.0
7955439997587000313,,
1469453888487995617,Yes,0.0
7955439997583735110,Yes,
1469453888487995632,Yes,2.0
1469453888487995629,Yes,0.0
1469418069232862220,Yes,0.0
1469278379855037239,,
1469278379855037091,Yes,
1469418069232862084,Yes,0.0
1469861430152705312,No,0.0
1469453888487995757,Yes,1.0
1469453888487995827,Yes,0.0
1469278379855037063,Yes,
7955439997583734767,,
7955439997583735451,Yes,
7955439997583735929,,
1469418069232862088,No,0.0
7955439997582177079,Yes,1.0
7955439997583735364,No,
1469953747529844086,Yes,4.0
1469418069232862219,Yes,0.0
1469453888487995787,Yes,0.0
1469453888487997179,Yes,1.0
1469453888487995938,Yes,1.0
1469453888487995860,No,0.0
1469278379855036726,,
7955439997583923699,,
7955439997582574208,,
7955439997582574188,,
7955439997582576294,,
7955439997583325919,,
7955439997583325777,Yes,
7955439997583325730,,
1469453888487995940,Yes,1.0
1469418069232862079,Yes,0.0
1469453888487995942,Yes,1.0
1469453888487995932,No,2.0
7955439997583927543,,
7955439997586684495,,
1469418069232862198,No,0.0
7955439997583922910,No,
1469418069232862203,Yes,0.0
7955439997582576333,,
7955439997582573929,,
7955439997583923562,,
7955439997582574259,Yes,
7955439997582576976,,
7955439997582576633,,
10045263171842759826,,
7955439997582573871,,
7955439997582573559,Yes,
7955439997582574081,Yes,
7955439997582573868,,
1469278379855038652,,
7955439997582573513,,
7955439997582576979,,
7955439997583869131,Yes,
7955439997583325667,Yes,
7955439997583325031,Yes,
7955439997583324875,No,
7955439997583325138,Yes,
7955439997583325904,No,
7955439997583953571,,
1469278379855039948,,
7955439997583324789,,
7955439997580647630,Yes,
10045222585760773352,Yes,
7955439997574930123,No,2.0
7955439997577295143,,
7955439997574930069,,
