entity_id,financial_records,vsla
1470002575945824126,No,
7955439997586686740,No,
7955439997586687105,No,
7955439997586683590,Yes,
7955439997586686349,No,
7955439997586686336,Yes,
1470002575945824137,No,
7955439997586683745,Yes,
7955439997586683800,Yes,
1470002575945820730,Yes,0.0
1470002575945820721,Yes,2.0
1470002575945820514,Yes,1.0
1470002575945820699,Yes,0.0
1470002575945820700,Yes,0.0
7955439997586683917,Yes,
7955439997587858948,Yes,
7955439997587859291,Yes,
7955439997587859303,Yes,
7955439997587861817,No,
1470002575936436177,,
1469592163271953933,Yes,
7955439997587861821,No,
7955439997586685538,No,
7955439997587859255,Yes,
7955439997586685609,Yes,
7955439997586685534,No,
7955439997586685523,No,
7955439997586682819,,
7955439997586683852,No,
7955439997586683333,Yes,
7955439997586683356,,
7955439997587861580,No,
7955439997586685525,Yes,
7955439997587859293,Yes,
7955439997587861583,No,
7955439997587859254,Yes,
7955439997586683809,Yes,
7955439997586682605,Yes,
7955439997586685521,No,
7955439997586685578,No,
7955439997586685572,No,
7955439997586683130,Yes,
7955439997586683279,,
1470002575945812171,Yes,
1470002575945830830,No,0.0
7955439997587861952,No,
7955439997587861658,No,
7955439997587859024,Yes,
7955439997587858967,Yes,
7955439997587859369,Yes,
7955439997587858973,Yes,
1470002575936435132,,
1470002575936435880,,
1470002575945830814,No,
7955439997587858984,Yes,
7955439997587859375,Yes,
7955439997587861731,No,
7955439997587858965,Yes,
7955439997586686609,No,
7955439997587861676,No,
7955439997586683241,Yes,
7955439997586686673,No,
7955439997586686506,No,
7955439997586682558,Yes,
7955439997586683265,,
7955439997586686414,No,
7955439997586683710,No,
7955439997586686335,Yes,
7955439997586686422,Yes,
7955439997586683616,Yes,
7955439997586682824,Yes,
1470002575936435795,,
7955439997586686460,Yes,
7955439997586686432,No,
7955439997586682508,No,
7955439997586686803,Yes,
7955439997586683656,Yes,
7955439997586683737,Yes,
7955439997586683610,,
1470002575945834348,No,0.0
1470002575945834446,No,0.0
1470002575945814803,No,
7955439997588499915,No,0.0
1470002575945814982,No,
1470002575945814890,No,
7955439997588499931,No,
1470002575945814969,No,
7955439997586687009,Yes,
1470002575945820046,,
7955439997587859129,Yes,
1470002575936435898,Yes,
1470002575936436517,,
1470002575936435758,No,
7955439997587859240,Yes,
7955439997587858997,Yes,
7955439997587859142,Yes,
7955439997587861834,No,
7955439997586684224,Yes,
7955439997586684402,No,
1470002575936435762,,
7955439997587861836,No,
7955439997586685294,,
7955439997587861981,Yes,
7955439997586684109,No,
1470002575945814185,No,0.0
7955439997586685268,No,
7955439997586684553,,
7955439997586684659,Yes,
7955439997588499918,No,
1470002575945820183,No,0.0
1470002575945820232,No,0.0
1470002575945831209,No,0.0
1470002575945821818,Yes,
1470002575945820296,No,0.0
1470002575945815007,No,
1470002575945821447,Yes,
1470002575945821695,No,
7955439997587859448,,
7955439997587861603,No,
7955439997588499939,No,0.0
1470002575945821438,Yes,
1470002575936435630,No,
1470002575945821998,No,
7955439997587859136,Yes,
1470002575971475906,,
7955439997587859027,Yes,
7955439997587862014,No,
7955439997587858742,Yes,
1470002575945822051,No,
7955439997587859141,,
1470002575945831092,No,0.0
7955439997587859107,Yes,
7955439997586687088,No,
7955439997586686647,,
7955439997587858733,Yes,
1470002575945821562,Yes,
1470002575936436249,No,
7955439997586685138,Yes,
7955662907698966679,,
7955439997586682836,Yes,
7955439997586686722,No,
1470002575936436421,No,
7955439997587861876,No,
7955439997586687069,Yes,
7955439997586686719,No,
7955439997586682939,No,
7955439997586685387,No,
7955439997587861604,No,
7955439997588499911,Yes,0.0
7955439997586687040,Yes,
7955439997586685423,,
7955439997586682840,Yes,
7955439997586686813,Yes,
7955439997586682812,No,
1470002575945815003,No,
7955439997587861601,Yes,
1470002575945815087,No,
1470002575936435772,,
7955439997587861988,No,
7955439997587858719,Yes,
1470002575945831170,No,0.0
7955439997586684321,Yes,
1470002575945831148,No,0.0
1470002575936435133,No,
7955439997587862009,Yes,
1470002575936435236,No,
7955439997587859456,Yes,
7955439997587858813,Yes,
7955439997586683732,Yes,
7955439997586682476,Yes,
7955439997587858935,Yes,
7955439997586685204,No,
7955439997586687417,No,
1470002575945831179,No,0.0
1470002575936435257,No,
7955439997586682282,No,
7955439997587861565,Yes,
7955439997586683391,Yes,
7955439997586686490,,
1470002575936435304,No,
7955439997587861692,No,
7955439997586682445,Yes,
1470002575945831182,No,0.0
7955439997586683384,No,
7955439997586682313,Yes,
7955439997586687403,Yes,
7955439997586685170,No,
7955439997586686902,Yes,
1470002575945831199,No,0.0
1470002575936435636,No,
7955439997586683660,Yes,
7955439997586682325,No,
7955439997586686518,,
1470002575945822283,Yes,
1470002575945812192,No,0.0
7955439997587861528,No,
7955439997588499922,No,0.0
1470002575945812036,No,0.0
1470002575945812052,No,0.0
1470002575945812038,Yes,0.0
7955439997587858916,Yes,
7955439997587858898,Yes,
7955439997587858859,Yes,
1470002575945812296,Yes,0.0
1470002575945812552,Yes,0.0
1470002575945812516,No,0.0
1470002575945812217,Yes,1.0
7955439997587858848,Yes,
7955662907699201292,No,
1470002575945812542,Yes,0.0
7955439997587858815,Yes,
1470002575945812144,No,0.0
7955439997587861599,No,
1470002575945812220,Yes,1.0
1470002575945812316,Yes,2.0
1470002575936436602,No,
7955439997587858928,Yes,
7955439997587861600,No,
1470002575945812559,Yes,0.0
1470002575945815899,No,
7955662907699201046,Yes,
7955439997587861598,No,
7955439997586685348,No,
7955439997587861596,No,
7955439997586684220,No,
7955439997588499913,Yes,0.0
1470157558628971343,,
1470157558628970818,Yes,
7955662907698966683,,
1470157558628971463,Yes,
1470002575945831309,No,0.0
7955662907699201300,,
7955439997586682278,Yes,
7955439997586682401,Yes,
7955439997586683546,,
7955439997586686870,,
1470002575945815975,No,
7955439997586683574,Yes,
1470002575945831297,No,0.0
7955439997586686851,Yes,
1470002575936435561,Yes,
7955439997586683386,Yes,
7955439997586687435,Yes,
1470002575945816025,No,
7955439997586687533,No,
7955439997586682488,Yes,
7955439997586682311,Yes,
7955439997586683548,,
7955439997586687130,,
7955439997586687030,Yes,
1470002575945815954,No,
1470002575936436462,No,
1470157558628971323,Yes,
1470002575936436362,Yes,
1470002575936435364,No,
1470002575945831393,No,
1470002575936435811,No,
1470002575945831447,No,0.0
1470002575945822264,Yes,
7955439997586683395,Yes,
7955439997586687366,Yes,
7955439997586683672,Yes,
1470002575936436202,Yes,
7955662907699201042,Yes,
1470002575945822274,Yes,
7955439997586685205,Yes,
7955439997586685202,,
1470002575936435833,Yes,
7955439997586687395,Yes,
7955439997586682271,No,
7955439997586685070,,
7955439997586687372,Yes,
7955439997586685163,No,
7955439997586683603,No,
7955439997586687400,Yes,
7955439997586682403,Yes,
1470002575936436027,Yes,
7955439997586683570,Yes,
7955439997586683506,Yes,
7955439997585088377,,
1470002575945822918,No,0.0
7955439997586683688,No,
7955439997586687516,Yes,
7955439997586686166,,
1470002575945829848,No,
1470002575945830053,Yes,0.0
7955439997588499935,No,0.0
1470002575945829741,Yes,0.0
1470002575945830076,No,0.0
1470002575936436181,No,
1470002575945829956,No,0.0
1470002575945829178,Yes,0.0
7955439997586687475,No,
1470002575945830089,No,0.0
7955439997586685669,,
1470002575945829977,No,0.0
1470002575945829161,Yes,0.0
7955439997586682339,Yes,
1470002575936436430,Yes,
1470002575945829351,No,0.0
1470002575945829459,No,1.0
7955439997586683618,Yes,
1470002575945829970,Yes,0.0
7955439997586685923,Yes,
7955439997586682259,Yes,
7955439997586683461,Yes,
7955439997586685935,Yes,
7955439997586687500,No,
7955439997586687354,No,
7955439997586682286,Yes,
7955439997586683467,No,
1470002575936435800,No,
7955439997586683653,Yes,
7955439997586683667,Yes,
1470002575945827521,No,0.0
1470002575945826113,Yes,
1469278379854782229,Yes,
1470002575945823188,Yes,0.0
1470002575945823560,Yes,
1470157558564695065,Yes,
1470002575945822966,No,0.0
1470002575945819598,No,0.0
1470002575945819604,No,0.0
1470002575945826851,Yes,
1470002575945819373,No,0.0
1470002575945822925,No,0.0
1470002575945823612,No,0.0
1469592163271958238,Yes,
1470002575945819884,Yes,0.0
1469592163271954699,Yes,
1469592163271956459,Yes,
1470157558564695029,No,
1469592163271958696,Yes,
1469278379855013201,Yes,
1470157558564694968,Yes,
1469592163271956517,Yes,
1469278379855013711,Yes,
1469278379855013162,Yes,
1470157558564695503,No,
1469278379855013999,Yes,
1469278379855013178,Yes,
1469278379855013709,Yes,
1470157558564695302,Yes,
1469278379855013866,Yes,
1470157558564695246,No,
1469278379855014013,Yes,
1470002575945826812,Yes,
1470002575945815400,Yes,
1470157558564696020,No,
1470157558564695015,Yes,
1470157558564695278,Yes,
1470157558564696048,No,
1470157558564694955,Yes,
1470157558564695316,Yes,
1469592163271966877,Yes,
1470002575956819287,Yes,
1470002575936435666,,
1469592163271966831,Yes,
1470002575945818784,No,
7955662907699201023,No,
1470002575936435240,No,
1469592163271964379,,
1469986569858493820,Yes,
1470002575945826389,Yes,
1470002575945828681,No,0.0
1470002575945815204,Yes,
1470157558564695670,No,
1470002575945818642,Yes,
1470157558564694951,Yes,
1470002575936435923,No,
1469278379855012351,Yes,
1469278379855012457,No,
7955662907699201188,Yes,
1470157558564695696,No,
1469278379855013783,Yes,
1470002575956819423,Yes,
7955439997582573439,No,
7955439997582573418,Yes,
1470157558564695255,Yes,
1470002575936435348,No,
1470157558564696083,Yes,
1469278379855009957,Yes,
1470002575945815356,Yes,
1470157558564695271,Yes,
7955662907699200979,No,
1469592163271951607,Yes,
1469592163271951933,Yes,
1470002575945827931,Yes,0.0
1470157558564694924,No,
7955439997582573651,Yes,
1470002575956819417,Yes,
1470002575945826131,Yes,0.0
1469278379855013081,Yes,
1469278379855012250,Yes,
7955662907699201026,Yes,
1469278379855013134,Yes,
1470002575945826322,Yes,
1470157558564694907,No,
1469278379855009939,Yes,
1470002575945815250,Yes,
1470157558564695463,No,
7955439997582573662,Yes,
7955439997582573336,Yes,
1470157558564694891,Yes,
1469278379855013106,Yes,
1469278379855013088,Yes,
1470157558564695244,Yes,
7955439997582573280,No,
1469278379855012632,Yes,
1470157558564696022,Yes,
1470002575936435710,No,
1470157558564695655,No,
1470157558564695976,Yes,
1470157558564695748,No,
1470157558564695621,Yes,
1470157558564694696,Yes,
1470157558564695719,No,
1470157558564695009,Yes,
1470157558564695323,Yes,
7955439997582573707,Yes,
7955439997582573750,Yes,
1470157558564695896,Yes,
7955662907699201170,Yes,
1470002575945826660,Yes,
1470157558564695510,No,
1469592163271962113,No,
1469592163271961656,Yes,
1470157558564696041,No,
1469592163271962434,Yes,
1470002575945826840,Yes,
1470157558564695528,No,
1470002575945828197,No,
1469592163271963764,Yes,
1470157558564695683,No,
1469592163271963897,No,
1469592163271956708,Yes,
1470157558564695362,Yes,
7955662907699201181,,
1469592163271957049,Yes,
1470157558564694762,Yes,
1470157558564695971,Yes,
1469278379855004484,Yes,
7955439997582573852,Yes,
1469592163271966208,,
1470157558564694892,Yes,
1470157558564694811,Yes,
1470002575936435544,No,
1469592163271962452,Yes,
7955439997587860139,Yes,
1469883818362504929,Yes,
7955439997582574258,Yes,
1469592163271951077,No,
1470157558564695361,Yes,
1469278379855011999,Yes,
7955439997582573897,Yes,
1470002575945820006,Yes,
1470157558564695454,No,
1470157558564695955,Yes,
1470002575945819969,Yes,
1469278379855012134,No,
1470157558564695707,No,
1469278379855012195,Yes,
1470157558564695072,Yes,
1469278379855012035,Yes,
1470157558564695386,Yes,
1469278379855012093,,
1469278379855012118,Yes,
7955439997582574177,Yes,
7955439997582573822,Yes,
7955439997582573782,No,
1470157558564695154,No,
1470002575945823122,,0.0
1470002575945819961,Yes,0.0
1470002575945819631,Yes,0.0
1470157558564695090,No,
1470157558564695774,Yes,
1470157558564695579,Yes,
1470002575956819449,Yes,
1470002575945819649,No,
1470157558564695134,No,
7955662907699201205,Yes,
1470002575945819562,Yes,2.0
1470157558564695932,Yes,
1470002575945819418,Yes,0.0
1470157558564695567,Yes,
1470002575945819660,Yes,2.0
7955439997587862079,No,
1470002575945820030,Yes,0.0
1470157558564695201,No,
1470002575936435220,,
1469592163271957710,Yes,
1470002575945819650,Yes,0.0
1469592163271952064,Yes,
7955439997582573679,Yes,
1470157558564695836,Yes,
1470002575945819662,Yes,2.0
1469592163271965018,Yes,
1469592163271960033,No,
7955439997582573772,Yes,
1470002575945819639,Yes,0.0
1469278379855009862,Yes,
1469592163271954845,Yes,
7955439997582574029,Yes,
1469278379855012981,Yes,
1469278379855009801,No,
1470157558564695571,Yes,
1470002575956821719,No,
1470002575945823060,No,0.0
1470002575945819573,Yes,0.0
1470157558564695188,Yes,
1470002575945819447,Yes,0.0
1470002575945819474,Yes,
1470002575945819886,,
7955439997582573956,No,
1470002575945819673,Yes,0.0
1470157558564695798,Yes,
1470002575945819865,Yes,
1469592163271962078,Yes,
1470002575945819565,Yes,
1469278379855012956,Yes,
1470002575945819340,Yes,0.0
1469278379855012979,Yes,
7955439997582574083,Yes,
7955439997582573380,Yes,
1469592163271965242,Yes,
1469278379855012901,Yes,
1470157558564695151,Yes,
1469592163271953490,Yes,
7955439997583324761,No,
1470157558564695800,No,
7955439997583324905,No,
1469278379855012971,Yes,
1469278379855009787,Yes,
1470157558564696089,No,
7955439997582573354,Yes,
1469278379855009791,Yes,
7955662907699200965,No,
7955439997582574093,Yes,
7955439997582573959,No,
1469278379855012985,Yes,
7955439997583325890,Yes,
7955439997583325089,No,
7955439997583325665,No,
7955439997583325143,No,
1469592163271954239,Yes,
7955439997583325117,No,
1469592163271962263,No,
1469592163271956653,Yes,
1469592163271962368,Yes,
1469592163271958337,Yes,
7955439997583325939,Yes,
7955439997583325875,Yes,
7955439997583325325,No,
7955439997583325348,No,
1470002575956821870,Yes,
1469278379855013358,Yes,
1469278379855013404,Yes,
1470002575956819363,Yes,
1469278379855014583,Yes,
1470002575956821868,Yes,
1469592163271956256,Yes,
7955439997582576310,Yes,
1469278379855014611,Yes,
7955439997582576316,No,
7955439997583325744,Yes,
1470002575956819390,Yes,
7955439997582573318,Yes,
1470002575945827273,No,0.0
7955439997583325269,No,
1469592163271955087,No,
1470002575956821872,Yes,
1470002575945828406,No,
7955439997582573554,No,
1469278379855014591,Yes,
1469278379855014596,Yes,
7955439997583325231,No,
7955439997582576323,No,
1469278379855013918,Yes,
7955439997583325840,Yes,
7955439997583325960,Yes,
1469278379855013924,Yes,
7955439997582576288,Yes,
7955439997582573292,Yes,
7955439997582573484,No,
7955439997583324735,No,
7955439997583324753,No,
1470002575945827397,Yes,0.0
1470002575945827251,Yes,0.0
1470002575956819375,Yes,
1469592163271956426,No,
7955439997587860171,Yes,
1470002575956819248,Yes,
1469883818362505080,Yes,
1469592163271956428,Yes,
1469278379855005426,Yes,
7955439997587860166,Yes,
7955439997586929225,Yes,
1469883818362505012,Yes,
7955439997583324848,No,
1469278379855014451,No,
1470002575956819361,Yes,
7955439997583325860,Yes,
7955439997583325094,No,
1469278379855014731,Yes,
7955439997583325804,Yes,
1469592163271961931,Yes,
7955439997587862108,No,
1470002575956819246,Yes,
7955439997586929229,Yes,
7955439997583325072,No,
7955439997583325682,No,
7955439997583325716,Yes,
7955439997583325714,Yes,
7955439997583325743,Yes,
7955439997583325814,Yes,
1469278379855014657,Yes,
1469883818362505040,Yes,
7955439997583325136,No,
7955439997583325568,No,
1469278379855008683,Yes,
1469278379855004461,Yes,
1469278379854783274,No,
1470002575945828365,Yes,1.0
7955439997588499916,No,
1470002575945823114,No,1.0
1470002575945827988,Yes,1.0
1470002575945827721,Yes,2.0
1470002575945823466,Yes,0.0
1470002575945827252,Yes,
7955439997588499934,No,0.0
1469592163271962897,Yes,
1470002575945828569,Yes,0.0
1470002575945827587,Yes,1.0
1470002575945826888,Yes,0.0
1470002575945818823,Yes,
1470002575945827224,Yes,1.0
1470002575945818760,Yes,
1470002575945828561,Yes,2.0
1470002575945818801,Yes,
1470002575945827204,Yes,0.0
1470002575945828048,No,0.0
1470002575945827286,Yes,1.0
1470002575945828609,Yes,0.0
1470002575945818838,Yes,
1469592163271960926,Yes,
1470002575945818836,Yes,
1470002575945818802,Yes,
1470002575945828565,Yes,1.0
1470002575945826896,Yes,0.0
1470002575945818829,Yes,
1470002575945818758,Yes,
1470002575945818732,Yes,
1470002575945818664,Yes,
1470002575945828612,No,0.0
1470002575945827111,No,
1470002575956819629,Yes,
1470002575945828452,Yes,0.0
1469592163271955139,Yes,
1469592163271962843,No,
7955439997583325208,No,
7955439997587382970,No,
1469592163271960239,Yes,
7955439997583325326,No,
1470002575945818641,No,
7955439997583325028,Yes,
7955439997583325019,Yes,
7955439997587382976,No,
1470002575945828346,Yes,0.0
1470002575945827564,Yes,1.0
7955439997583325633,Yes,
7955439997583325183,No,
7955439997583325017,Yes,
1470002575945818674,No,
1469278379855014057,Yes,
1470002575945827296,Yes,0.0
1469278379855014078,Yes,
7955439997583324983,Yes,
7955439997587382630,Yes,
