entity_id,year_joined_nescafe_plan,training_sessions_male,training_sessions_female,training_sessions_youth,technical_visits,plantlets_received,plantlets_survived,condition_plantlets,renovation,expansion
7955439997587861797,2023.0,0,3,0,0,1000.0,90.0,"Good: Plants are healthy, and phys. development is in line with their age.",True,
7955439997587858781,2022.0,0,0,0,0,,,,,
7955439997587859520,2023.0,2,0,0,0,500.0,90.0,"Good: Plants are healthy, and phys. development is in line with their age.",True,
1470002575945830218,2021.0,0,0,0,0,,,,,
1470002575936436408,2023.0,0,0,0,0,,,,,
7955439997587861803,2025.0,3,0,0,0,300.0,40.0,Average (some plants are poorly developed but others are healthy),True,
7955439997587858782,2023.0,0,0,0,0,,,,,False
7955439997587858783,2024.0,2,0,0,1,,,,True,
1470002575945830208,2015.0,4 or more,0,4 or more,0,0.0,75.0,"Good: Plants are healthy, and phys. development is in line with their age.",True,
1470002575936436490,,,,,,,,,,
7955439997587861542,2021.0,2,0,0,1,1500.0,98.0,"Good: Plants are healthy, and phys. development is in line with their age.",True,
7955439997586686569,2024.0,,,,3,,,,True,
7955439997586686316,2022.0,,,,4 or more,,,,True,
7955439997586686866,2022.0,,,,2,,,,,
1469569898290017071,,,,,,,,,,
1470002575936435477,2023.0,0,0,0,2,,,,,
1470002575945824126,2014.0,1,0,0,0,0.0,95.0,"Good: Plants are healthy, and phys. development is in line with their age.",True,
7955439997586686740,2023.0,,,,2,,,,True,
7955439997586687105,2022.0,,,,1,,,,True,
7955439997586683590,2020.0,,,,2,,,,True,
7955439997586686349,2024.0,,,,2,,,,True,
7955439997586686336,2024.0,,,,2,,,,True,
1470002575945824137,2014.0,4 or more,0,0,0,,,,,
7955439997586683745,2014.0,,,,1,600.0,600.0,"Good: Plants are healthy, and phys. development is in line with their age.",True,
7955439997586683800,2012.0,,,,1,,,,True,
1470002575945820730,2021.0,0,0,0,2,,,,,
1470002575945820721,2021.0,2,0,0,2,,,,,
1470002575945820514,2015.0,3,0,0,3,,,,,True
1470002575945820699,2021.0,1,0,0,2,,,,,
1470002575945820700,2021.0,2,0,0,2,,,,,
7955439997586683917,2014.0,,,,1,,,,,
7955439997587858948,2017.0,2,0,0,0,500.0,80.0,"Good: Plants are healthy, and phys. development is in line with their age.",True,
7955439997587859291,2023.0,0,0,0,0,,,,,
7955439997587859303,2010.0,0,0,0,1,200.0,65.0,"Good: Plants are healthy, and phys. development is in line with their age.",True,
7955439997587861817,2023.0,1,0,0,1,700.0,90.0,"Good: Plants are healthy, and phys. development is in line with their age.",True,
1470002575936436177,,,,,,,,,,
1469592163271953933,2021.0,0,0,0,1,,,,,
7955439997587861821,2024.0,3,0,0,1,500.0,95.0,"Good: Plants are healthy, and phys. development is in line with their age.",True,
7955439997586685538,2024.0,,,,4 or more,,,,True,
7955439997587859255,2023.0,0,0,0,0,500.0,84.0,"Good: Plants are healthy, and phys. development is in line with their age.",True,
7955439997586685609,2024.0,,,,3,,,,True,
7955439997586685534,2024.0,,,,3,,,,True,
7955439997586685523,2024.0,,,,2,,,,True,
7955439997586682819,,,,,,,,,,
7955439997586683852,2016.0,,,,1,,,,True,
7955439997586683333,2024.0,,,,1,,,,True,
7955439997586683356,,,,,,,,,,
7955439997587861580,2021.0,3,0,0,2,600.0,75.0,"Good: Plants are healthy, and phys. development is in line with their age.",True,
7955439997586685525,2024.0,,,,3,,,,True,
7955439997587859293,2023.0,1,0,0,0,,,,,
7955439997587861583,2023.0,3,0,0,1,600.0,95.0,"Good: Plants are healthy, and phys. development is in line with their age.",True,
7955439997587859254,2010.0,0,1,0,0,100.0,60.0,"Good: Plants are healthy, and phys. development is in line with their age.",True,
7955439997586683809,2014.0,,,,1,,,,,
7955439997586682605,2017.0,,,,1,,,,True,
7955439997586685521,2022.0,,,,1,,,,True,
7955439997586685578,2024.0,,,,4 or more,,,,True,
7955439997586685572,2024.0,,,,1,,,,True,
7955439997586683130,2017.0,,,,1,,,,True,
7955439997586683279,,,,,,,,,,
1470002575945812171,2014.0,4 or more,4 or more,0,4 or more,0.0,80.0,"Good: Plants are healthy, and phys. development is in line with their age.",,True
1470002575945830830,2022.0,0,0,0,0,,,,,
7955439997587861952,2021.0,1,0,0,1,0.0,96.0,"Good: Plants are healthy, and phys. development is in line with their age.",,True
7955439997587861658,2024.0,1,0,0,1,300.0,90.0,"Good: Plants are healthy, and phys. development is in line with their age.",True,
7955439997587859024,2021.0,3,0,3,0,700.0,85.0,Average (some plants are poorly developed but others are healthy),,True
7955439997587858967,2021.0,2,0,0,2,,,,,
7955439997587859369,2022.0,2,0,0,1,,,,False,
7955439997587858973,2021.0,2,0,0,2,500.0,0.0,Poor: Plants are poorly/under-developed (considering their age),True,
1470002575936435132,2024.0,0,0,0,1,,,,True,
1470002575936435880,,,,,,,,,,
1470002575945830814,2022.0,0,0,0,0,,,,,
7955439997587858984,2017.0,3,0,0,0,500.0,90.0,Average (some plants are poorly developed but others are healthy),True,
7955439997587859375,2023.0,4 or more,0,0,0,500.0,85.0,"Good: Plants are healthy, and phys. development is in line with their age.",True,
7955439997587861731,2024.0,2,0,0,2,300.0,90.0,"Good: Plants are healthy, and phys. development is in line with their age.",True,
7955439997587858965,2022.0,1,0,0,1,1000.0,0.0,Poor: Plants are poorly/under-developed (considering their age),True,
7955439997586686609,2024.0,,,,1,,,,True,
7955439997587861676,2021.0,3,0,0,3,0.0,99.0,"Good: Plants are healthy, and phys. development is in line with their age.",False,True
7955439997586683241,2015.0,,,,1,,,,True,
7955439997586686673,2024.0,,,,1,,,,True,
7955439997586686506,2024.0,,,,0,,,,True,
7955439997586682558,2014.0,,,,2,,,,,
7955439997586683265,,,,,,,,,,
7955439997586686414,2022.0,,,,2,,,,True,
7955439997586683710,2018.0,,,,0,,,,,
7955439997586686335,2023.0,,,,2,0.0,90.0,"Good: Plants are healthy, and phys. development is in line with their age.",True,
7955439997586686422,2023.0,,,,3,,,,True,
7955439997586683616,2022.0,,,,1,,,,True,
7955439997586682824,2014.0,,,,2,,,,,
1470002575936435795,,,,,,,,,,
7955439997586686460,2023.0,,,,2,,,,True,
7955439997586686432,2023.0,,,,2,,,,True,
7955439997586682508,2016.0,,,,1,,,,True,
7955439997586686803,2024.0,,,,4 or more,,,,True,
7955439997586683656,2020.0,,,,1,300.0,90.0,"Good: Plants are healthy, and phys. development is in line with their age.",True,
7955439997586683737,2014.0,,,,2,,,,,
7955439997586683610,,,,,,,,,,
1470002575945834348,2023.0,1,1,0,4 or more,,,,,
1470002575945834446,2023.0,0,0,0,3,,,,,
1470002575945814803,2021.0,4 or more,0,0,0,,,,,
7955439997588499915,2019.0,0,0,0,0,,,,,
1470002575945814982,2021.0,0,0,4 or more,0,,,,False,
1470002575945814890,2021.0,4 or more,0,0,0,,,,True,
7955439997588499931,2019.0,0,0,0,3,,,,,
1470002575945814969,2021.0,4 or more,0,0,0,,,,True,False
7955439997586687009,2018.0,,,,2,,,,True,
1470002575945820046,,,,,,,,,,
7955439997587859129,2023.0,0,0,0,0,200.0,50.0,"Good: Plants are healthy, and phys. development is in line with their age.",True,
1470002575936435898,2023.0,3,0,4 or more,4 or more,,,,,
1470002575936436517,,,,,,,,,,
1470002575936435758,2023.0,2,0,2,4 or more,,,,True,
7955439997587859240,2021.0,0,0,0,0,300.0,93.0,"Good: Plants are healthy, and phys. development is in line with their age.",True,
7955439997587858997,2010.0,3,0,3,0,500.0,80.0,"Good: Plants are healthy, and phys. development is in line with their age.",True,
7955439997587859142,2022.0,3,1,2,0,500.0,100.0,"Good: Plants are healthy, and phys. development is in line with their age.",True,
7955439997587861834,2024.0,1,0,0,0,500.0,80.0,"Good: Plants are healthy, and phys. development is in line with their age.",True,
7955439997586684224,2020.0,,,,2,20.0,100.0,"Good: Plants are healthy, and phys. development is in line with their age.",True,
7955439997586684402,2020.0,,,,0,,,,True,
1470002575936435762,,,,,,,,,,
7955439997587861836,2024.0,1,0,0,2,600.0,95.0,"Good: Plants are healthy, and phys. development is in line with their age.",True,
7955439997586685294,,,,,,,,,,
7955439997587861981,2021.0,4 or more,0,0,2,5000.0,80.0,"Good: Plants are healthy, and phys. development is in line with their age.",True,True
7955439997586684109,2024.0,,,,0,,,,True,
1470002575945814185,2024.0,0,0,0,1,,,,,
7955439997586685268,2020.0,,,,2,,,,True,
7955439997586684553,,,,,,,,,,
7955439997586684659,2023.0,,,,1,300.0,83.0,"Good: Plants are healthy, and phys. development is in line with their age.",True,
7955439997588499918,2024.0,0,0,0,0,,,,,
1470002575945820183,2024.0,0,0,0,1,,,,,
1470002575945820232,2024.0,0,0,0,2,,,,,
1470002575945831209,2017.0,0,0,0,0,,,,,
1470002575945821818,2024.0,2,0,0,1,,,,,
1470002575945820296,2024.0,0,0,0,0,,,,,
1470002575945815007,2018.0,3,0,0,0,,,,,False
1470002575945821447,2020.0,4 or more,0,0,4 or more,,,,,
1470002575945821695,2022.0,1,0,0,3,,,,,
7955439997587859448,2021.0,3,0,0,0,500.0,80.0,"Good: Plants are healthy, and phys. development is in line with their age.",True,
7955439997587861603,2021.0,3,0,0,1,800.0,90.0,Average (some plants are poorly developed but others are healthy),True,
7955439997588499939,2024.0,0,0,0,1,,,,,
1470002575945821438,2024.0,0,0,0,0,,,,,
1470002575936435630,2024.0,2,2,0,4 or more,,,,,
1470002575945821998,2021.0,4 or more,0,0,4 or more,,,,,
7955439997587859136,2020.0,0,2,0,1,,,,True,
1470002575971475906,2025.0,,,,,,,,,
7955439997587859027,2021.0,2,0,0,1,500.0,90.0,"Good: Plants are healthy, and phys. development is in line with their age.",,True
7955439997587862014,2015.0,0,0,0,1,,,,,
7955439997587858742,2021.0,0,0,0,0,1000.0,60.0,Average (some plants are poorly developed but others are healthy),True,
1470002575945822051,2025.0,4 or more,0,0,4 or more,,,,,
7955439997587859141,,,,,,,,,,
1470002575945831092,2020.0,2,0,0,2,,,,,
7955439997587859107,2021.0,2,0,0,1,,,,False,
7955439997586687088,2021.0,,,,1,,,,True,
7955439997586686647,,,,,,,,,,
7955439997587858733,2022.0,0,1,0,0,,,,,
1470002575945821562,2023.0,4 or more,0,0,4 or more,,,,,
1470002575936436249,2023.0,3,3,0,4 or more,,,,,
7955439997586685138,2019.0,,,,1,,,,True,
7955662907698966679,,,,,,,,,,
7955439997586682836,2018.0,,,,0,,,,,
7955439997586686722,2023.0,,,,2,,,,True,
1470002575936436421,2022.0,0,0,0,4 or more,,,,,
7955439997587861876,2021.0,1,1,0,0,300.0,100.0,"Good: Plants are healthy, and phys. development is in line with their age.",True,
7955439997586687069,2021.0,,,,1,,,,True,
7955439997586686719,2023.0,,,,0,,,,True,
7955439997586682939,2024.0,,,,2,,,,True,
7955439997586685387,2023.0,,,,1,,,,,
7955439997587861604,2024.0,0,0,0,0,500.0,100.0,"Good: Plants are healthy, and phys. development is in line with their age.",True,
7955439997588499911,2017.0,4 or more,0,0,4 or more,,,,,
7955439997586687040,2021.0,,,,0,,,,True,
7955439997586685423,,,,,,,,,,
7955439997586682840,2018.0,,,,2,,,,,
7955439997586686813,2023.0,,,,0,,,,True,
7955439997586682812,2020.0,,,,0,,,,True,
1470002575945815003,2022.0,1,0,0,0,,,,,
7955439997587861601,2021.0,4 or more,0,0,3,400.0,37.0,"Good: Plants are healthy, and phys. development is in line with their age.",True,False
1470002575945815087,2022.0,4 or more,0,4 or more,0,,,,,
1470002575936435772,2023.0,0,0,0,4 or more,,,,,
7955439997587861988,2024.0,2,0,0,3,1000.0,90.0,"Good: Plants are healthy, and phys. development is in line with their age.",True,
7955439997587858719,2022.0,0,0,0,0,,,,,
1470002575945831170,2017.0,4 or more,2,0,2,,,,,
7955439997586684321,2022.0,,,,1,,,,True,
1470002575945831148,2020.0,3,3,0,2,,,,,
1470002575936435133,2025.0,0,0,0,2,,,,True,
7955439997587862009,2021.0,0,0,1,0,500.0,100.0,"Good: Plants are healthy, and phys. development is in line with their age.",True,
1470002575936435236,2023.0,0,0,0,2,,,,,
7955439997587859456,2022.0,3,0,0,0,500.0,90.0,"Good: Plants are healthy, and phys. development is in line with their age.",True,
7955439997587858813,2021.0,1,1,0,0,700.0,80.0,"Good: Plants are healthy, and phys. development is in line with their age.",True,
7955439997586683732,2018.0,,,,2,,,,,
7955439997586682476,2017.0,,,,2,,,,True,
7955439997587858935,2015.0,2,0,0,3,300.0,90.0,Average (some plants are poorly developed but others are healthy),,
7955439997586685204,2020.0,,,,0,,,,True,
7955439997586687417,2020.0,,,,1,,,,True,
1470002575945831179,2017.0,4 or more,4 or more,4 or more,0,,,,,
1470002575936435257,2024.0,0,0,0,0,,,,,
7955439997586682282,2012.0,,,,0,,,,,
7955439997587861565,2021.0,1,0,0,1,,,,True,
7955439997586683391,2018.0,,,,1,,,,,
7955439997586686490,,,,,,,,,,
1470002575936435304,2023.0,0,0,0,3,,,,,
7955439997587861692,2023.0,2,0,0,2,900.0,90.0,"Good: Plants are healthy, and phys. development is in line with their age.",True,
7955439997586682445,2021.0,,,,2,,,,True,
1470002575945831182,2017.0,0,0,0,0,,,,,
7955439997586683384,2018.0,,,,1,,,,True,
7955439997586682313,2018.0,,,,0,,,,,
7955439997586687403,2021.0,,,,1,,,,True,
7955439997586685170,2020.0,,,,1,,,,True,
7955439997586686902,2021.0,,,,2,,,,True,
1470002575945831199,2017.0,0,0,0,0,,,,,
1470002575936435636,2023.0,2,0,2,4 or more,,,,,
7955439997586683660,2017.0,,,,1,,,,True,
7955439997586682325,2012.0,,,,0,,,,True,
7955439997586686518,,,,,,,,,,
1470002575945822283,2018.0,1,0,0,0,,,,,
1470002575945812192,2013.0,4 or more,0,4 or more,3,,,,,
7955439997587861528,2021.0,1,0,0,1,300.0,95.0,"Good: Plants are healthy, and phys. development is in line with their age.",True,
7955439997588499922,2024.0,0,0,0,0,,,,,
1470002575945812036,2014.0,4 or more,0,0,4 or more,0.0,60.0,"Good: Plants are healthy, and phys. development is in line with their age.",,True
1470002575945812052,2014.0,4 or more,0,0,3,,,,,
1470002575945812038,2014.0,4 or more,0,0,4 or more,,,,,
7955439997587858916,2023.0,2,0,0,2,400.0,90.0,Average (some plants are poorly developed but others are healthy),True,
7955439997587858898,2021.0,2,0,0,1,500.0,80.0,Average (some plants are poorly developed but others are healthy),True,
7955439997587858859,2022.0,0,2,0,0,50.0,95.0,"Good: Plants are healthy, and phys. development is in line with their age.",True,
1470002575945812296,2013.0,4 or more,0,4 or more,4 or more,1000.0,80.0,Average (some plants are poorly developed but others are healthy),,True
1470002575945812552,2014.0,3,0,0,2,,,,,
1470002575945812516,2014.0,0,0,2,2,,,,,
1470002575945812217,2015.0,3,0,0,4 or more,,,,,
7955439997587858848,2024.0,1,1,0,1,300.0,100.0,"Good: Plants are healthy, and phys. development is in line with their age.",True,
7955662907699201292,2004.0,1,0,0,2,,,,,
1470002575945812542,2014.0,2,0,0,2,,,,,
7955439997587858815,2020.0,0,2,0,0,400.0,75.0,"Good: Plants are healthy, and phys. development is in line with their age.",True,
1470002575945812144,2014.0,3,0,0,3,0.0,93.93,"Good: Plants are healthy, and phys. development is in line with their age.",,True
7955439997587861599,2021.0,2,0,0,2,1000.0,30.0,"Good: Plants are healthy, and phys. development is in line with their age.",True,
1470002575945812220,2014.0,0,3,0,3,,,,,
1470002575945812316,2013.0,2,0,0,1,500.0,60.0,Average (some plants are poorly developed but others are healthy),False,True
1470002575936436602,2024.0,0,0,0,4 or more,,,,,
7955439997587858928,2020.0,4 or more,4 or more,0,0,1500.0,80.0,Average (some plants are poorly developed but others are healthy),True,
7955439997587861600,2015.0,2,0,0,2,750.0,95.0,"Good: Plants are healthy, and phys. development is in line with their age.",True,
1470002575945812559,2015.0,4 or more,0,0,4 or more,,,,,
1470002575945815899,2021.0,4 or more,0,0,0,,,,,
7955662907699201046,2023.0,0,0,0,4 or more,,,,,
7955439997587861598,2023.0,3,0,0,2,2000.0,75.0,"Good: Plants are healthy, and phys. development is in line with their age.",True,
7955439997586685348,2021.0,,,,1,,,,True,
7955439997587861596,2024.0,2,0,0,2,1000.0,90.0,"Good: Plants are healthy, and phys. development is in line with their age.",True,
7955439997586684220,2022.0,,,,1,,,,True,
7955439997588499913,1995.0,4 or more,0,0,4 or more,,,,,
1470157558628971343,2024.0,1,1,0,1,,,,,True
1470157558628970818,2024.0,,,,,,,,,
7955662907698966683,,,,,,,,,,
1470157558628971463,2025.0,1,1,4 or more,4 or more,,,,,
1470002575945831309,2018.0,0,0,0,0,,,,,
7955662907699201300,2024.0,0,0,0,4 or more,,,,,
7955439997586682278,2018.0,,,,0,,,,,
7955439997586682401,2018.0,,,,0,500.0,500.0,"Good: Plants are healthy, and phys. development is in line with their age.",True,
7955439997586683546,,,,,,,,,,
7955439997586686870,,,,,,,,,,
1470002575945815975,2020.0,1,0,1,0,,,,,
7955439997586683574,2017.0,,,,2,0.0,90.0,"Good: Plants are healthy, and phys. development is in line with their age.",True,
1470002575945831297,2018.0,0,0,0,4 or more,,,,,
7955439997586686851,2021.0,,,,1,,,,True,
1470002575936435561,2023.0,0,0,0,3,,,,,
7955439997586683386,2018.0,,,,1,,,,,
7955439997586687435,2020.0,,,,1,,,,True,
1470002575945816025,2021.0,1,0,0,0,,,,,
7955439997586687533,2022.0,,,,0,,,,True,
7955439997586682488,2017.0,,,,1,,,,True,
7955439997586682311,2018.0,,,,0,,,,True,
7955439997586683548,,,,,,,,,,
7955439997586687130,,,,,,,,,,
7955439997586687030,2021.0,,,,2,,,,True,
1470002575945815954,2023.0,0,0,0,0,,,,,
1470002575936436462,2023.0,0,0,0,1,,,,True,
1470157558628971323,2024.0,,,,,,,,,
1470002575936436362,2023.0,0,0,0,3,,,,,
1470002575936435364,2024.0,0,0,0,4 or more,,,,,
1470002575945831393,2018.0,0,0,0,0,,,,,
1470002575936435811,2023.0,0,0,1,4 or more,,,,,
1470002575945831447,2018.0,0,0,0,0,,,,,
1470002575945822264,2022.0,4 or more,0,0,1,,,,,
7955439997586683395,2011.0,,,,1,,,,,
7955439997586687366,2022.0,,,,1,,,,True,
7955439997586683672,2016.0,,,,2,40.0,90.0,"Good: Plants are healthy, and phys. development is in line with their age.",True,
1470002575936436202,,,,,,,,,,
7955662907699201042,2023.0,2,0,0,4 or more,,,,,
1470002575945822274,2018.0,4 or more,0,0,1,,,,,
7955439997586685205,2021.0,,,,3,,,,True,
7955439997586685202,,,,,,,,,,
1470002575936435833,2024.0,0,0,0,3,,,,,
7955439997586687395,2017.0,,,,1,,,,True,
7955439997586682271,2012.0,,,,1,,,,,
7955439997586685070,,,,,,,,,,
7955439997586687372,2019.0,,,,1,,,,True,
7955439997586685163,2021.0,,,,3,,,,True,
7955439997586683603,2021.0,,,,1,,,,True,
7955439997586687400,2022.0,,,,1,,,,True,
7955439997586682403,2018.0,,,,1,,,,,
1470002575936436027,2023.0,0,0,0,2,,,,,
7955439997586683570,2013.0,,,,2,600.0,85.0,"Good: Plants are healthy, and phys. development is in line with their age.",True,
7955439997586683506,2012.0,,,,0,,,,,
7955439997585088377,,,,,,,,,,
1470002575945822918,2025.0,2,0,0,2,,,,,
7955439997586683688,2020.0,,,,1,,,,True,
7955439997586687516,2022.0,,,,3,,,,True,
7955439997586686166,,,,,,,,,,
1470002575945829848,2015.0,4 or more,0,0,3,,,,,
1470002575945830053,2014.0,2,0,0,3,,,,,
7955439997588499935,2015.0,3,0,0,2,,,,,
1470002575945829741,2014.0,4 or more,0,0,4 or more,,,,,
1470002575945830076,2014.0,2,0,0,2,,,,,
1470002575936436181,2023.0,1,0,0,4 or more,,,,True,True
1470002575945829956,2019.0,0,0,0,3,,,,,
1470002575945829178,2015.0,2,0,0,2,,,,,
7955439997586687475,2023.0,,,,0,,,,True,
1470002575945830089,2014.0,4 or more,0,2,2,,,,,
7955439997586685669,,,,,,,,,,
1470002575945829977,2015.0,0,0,0,0,,,,,
1470002575945829161,2016.0,4 or more,0,0,3,,,,,
7955439997586682339,2020.0,,,,4 or more,,,,False,
1470002575936436430,2023.0,0,0,0,4 or more,,,,True,True
1470002575945829351,2014.0,4 or more,4 or more,0,4 or more,,,,,
1470002575945829459,2016.0,2,0,0,3,0.0,75.53,"Good: Plants are healthy, and phys. development is in line with their age.",,True
7955439997586683618,2020.0,,,,2,600.0,96.67,"Good: Plants are healthy, and phys. development is in line with their age.",True,
1470002575945829970,2014.0,4 or more,0,0,4 or more,,,,,
7955439997586685923,2024.0,,,,1,,,,,
7955439997586682259,2018.0,,,,1,,,,,
7955439997586683461,2018.0,,,,0,,,,True,
7955439997586685935,2024.0,,,,1,,,,,
7955439997586687500,2022.0,,,,1,,,,True,
7955439997586687354,2024.0,,,,1,,,,True,
7955439997586682286,2018.0,,,,1,,,,,
7955439997586683467,2018.0,,,,2,,,,True,
1470002575936435800,2023.0,0,0,0,0,,,,,
7955439997586683653,2020.0,,,,1,0.0,100.0,Average (some plants are poorly developed but others are healthy),True,
7955439997586683667,2021.0,,,,1,500.0,70.0,"Good: Plants are healthy, and phys. development is in line with their age.",True,
1470002575945827521,2018.0,4 or more,1,0,0,,,,,
1470002575945826113,2023.0,4 or more,0,0,4 or more,,,,,
1469278379854782229,2015.0,2,1,0,2,1300.0,80.0,"Good: Plants are healthy, and phys. development is in line with their age.",True,
1470002575945823188,2014.0,4 or more,0,0,0,0.0,90.0,"Good: Plants are healthy, and phys. development is in line with their age.",True,False
1470002575945823560,,,,,,,,,,
1470157558564695065,2022.0,,,,1,,,,True,
1470002575945822966,2022.0,4 or more,0,0,0,,,,,
1470002575945819598,2021.0,4 or more,0,0,4 or more,,,,,
1470002575945819604,2021.0,4 or more,3,0,4 or more,,,,,
1470002575945826851,2022.0,3,0,0,3,,,,,
1470002575945819373,2021.0,4 or more,2,0,4 or more,,,,,
1470002575945822925,2022.0,4 or more,0,0,3,,,,False,
1470002575945823612,2014.0,4 or more,0,0,3,0.0,94.0,"Good: Plants are healthy, and phys. development is in line with their age.",,True
1469592163271958238,2019.0,2,0,0,1,1000.0,80.0,"Good: Plants are healthy, and phys. development is in line with their age.",True,
1470002575945819884,2021.0,4 or more,0,0,2,,,,,
1469592163271954699,2015.0,3,0,0,2,1000.0,90.0,"Good: Plants are healthy, and phys. development is in line with their age.",True,
1469592163271956459,2020.0,1,0,0,0,1000.0,80.0,"Good: Plants are healthy, and phys. development is in line with their age.",True,
1470157558564695029,2022.0,,,,1,,,,True,
1469592163271958696,2013.0,1,0,0,2,3500.0,80.0,"Good: Plants are healthy, and phys. development is in line with their age.",True,
1469278379855013201,2020.0,0,3,0,4 or more,,,,True,
1470157558564694968,2022.0,,,,2,,,,,
1469592163271956517,2020.0,0,0,0,0,500.0,60.0,"Good: Plants are healthy, and phys. development is in line with their age.",True,
1469278379855013711,2018.0,2,0,0,3,0.0,95.0,"Good: Plants are healthy, and phys. development is in line with their age.",True,
1469278379855013162,2022.0,0,3,0,4 or more,,,,True,
1470157558564695503,2022.0,,,,2,,,,True,
1469278379855013999,2020.0,3,0,0,2,,,,True,
1469278379855013178,2022.0,1,2,0,3,0.0,95.0,"Good: Plants are healthy, and phys. development is in line with their age.",True,
1469278379855013709,2016.0,0,2,0,4 or more,100.0,95.0,"Good: Plants are healthy, and phys. development is in line with their age.",True,
1470157558564695302,2023.0,,,,2,,,,False,
1469278379855013866,2013.0,0,3,0,4 or more,0.0,80.0,"Good: Plants are healthy, and phys. development is in line with their age.",True,
1470157558564695246,2022.0,,,,1,,,,True,
1469278379855014013,2020.0,3,0,0,2,,,,True,
1470002575945826812,2022.0,4 or more,0,0,4 or more,,,,,
1470002575945815400,2019.0,4 or more,0,0,4 or more,,,,,
1470157558564696020,2022.0,,,,3,,,,True,
1470157558564695015,2022.0,,,,2,,,,True,
1470157558564695278,2023.0,,,,1,,,,True,
1470157558564696048,2022.0,,,,3,,,,True,
1470157558564694955,2022.0,,,,2,,,,True,
1470157558564695316,2024.0,,,,2,,,,True,
1469592163271966877,2011.0,0,2,0,4 or more,7500.0,75.0,"Good: Plants are healthy, and phys. development is in line with their age.",True,
1470002575956819287,2022.0,4 or more,0,1,2,2500.0,80.0,"Good: Plants are healthy, and phys. development is in line with their age.",True,
1470002575936435666,2023.0,2,0,0,2,,,,,
1469592163271966831,2011.0,0,2,0,4 or more,4000.0,70.0,"Good: Plants are healthy, and phys. development is in line with their age.",True,
1470002575945818784,2022.0,2,0,0,2,,,,True,
7955662907699201023,2022.0,0,0,1,4 or more,,,,False,True
1470002575936435240,2024.0,1,0,0,1,,,,,
1469592163271964379,2017.0,0,0,0,1,5000.0,90.0,"Good: Plants are healthy, and phys. development is in line with their age.",True,
1469986569858493820,2022.0,0,2,0,3,1000.0,80.0,"Good: Plants are healthy, and phys. development is in line with their age.",True,
1470002575945826389,2023.0,4 or more,0,0,4 or more,,,,,
1470002575945828681,2020.0,4 or more,4 or more,4 or more,0,,,,,
1470002575945815204,2019.0,4 or more,4 or more,0,4 or more,,,,,
1470157558564695670,2022.0,,,,3,,,,True,
1470002575945818642,2023.0,2,0,0,2,,,,True,
1470157558564694951,2023.0,,,,2,,,,True,
1470002575936435923,2024.0,2,1,2,4 or more,,,,,
1469278379855012351,2012.0,3,0,0,3,30.0,90.0,"Good: Plants are healthy, and phys. development is in line with their age.",True,
1469278379855012457,2013.0,1,0,0,0,,,,True,
7955662907699201188,2025.0,2,0,0,0,,,,,
1470157558564695696,2024.0,,,,4 or more,,,,True,
1469278379855013783,2017.0,3,0,0,4 or more,,,,True,
1470002575956819423,2024.0,2,0,0,2,2000.0,90.0,"Good: Plants are healthy, and phys. development is in line with their age.",True,
7955439997582573439,2024.0,,,,0,,,,True,
7955439997582573418,2024.0,,,,1,,,,,
1470157558564695255,2022.0,,,,2,,,,True,
1470002575936435348,2024.0,0,0,0,4 or more,,,,,
1470157558564696083,2023.0,,,,2,,,,,
1469278379855009957,2017.0,3,0,0,2,0.0,96.0,"Good: Plants are healthy, and phys. development is in line with their age.",True,
1470002575945815356,2014.0,4 or more,4 or more,0,4 or more,,,,,
1470157558564695271,2022.0,,,,1,,,,True,
7955662907699200979,2023.0,2,0,1,4 or more,,,,,True
1469592163271951607,2019.0,0,0,0,4 or more,300.0,66.0,"Good: Plants are healthy, and phys. development is in line with their age.",True,
1469592163271951933,2022.0,3,0,0,1,800.0,80.0,"Good: Plants are healthy, and phys. development is in line with their age.",True,
1470002575945827931,2020.0,0,4 or more,0,2,,,,,
1470157558564694924,2022.0,,,,1,,,,True,
7955439997582573651,2024.0,,,,1,,,,True,
1470002575956819417,2023.0,0,0,0,0,1500.0,75.0,"Good: Plants are healthy, and phys. development is in line with their age.",True,
1470002575945826131,2022.0,4 or more,0,0,4 or more,,,,,
1469278379855013081,2020.0,3,0,0,4 or more,,,,True,
1469278379855012250,2014.0,2,1,0,3,0.0,100.0,Average (some plants are poorly developed but others are healthy),True,
7955662907699201026,2023.0,0,0,0,4 or more,,,,,
1469278379855013134,2020.0,1,1,0,3,,,,True,
1470002575945826322,2021.0,4 or more,0,0,4 or more,,,,,
1470157558564694907,2022.0,,,,4 or more,,,,True,
1469278379855009939,2017.0,0,4 or more,0,2,0.0,80.0,Average (some plants are poorly developed but others are healthy),True,
1470002575945815250,2015.0,4 or more,0,0,4 or more,,,,,
1470157558564695463,2022.0,,,,2,,,,True,
7955439997582573662,2024.0,,,,1,,,,True,
7955439997582573336,2022.0,,,,1,,,,,
1470157558564694891,2022.0,,,,2,,,,True,
1469278379855013106,2019.0,2,1,0,4 or more,,,,True,
1469278379855013088,2022.0,0,3,0,3,,,,True,
1470157558564695244,2023.0,,,,3,,,,True,
7955439997582573280,2020.0,,,,1,,,,True,
1469278379855012632,2017.0,2,1,0,1,150.0,100.0,"Good: Plants are healthy, and phys. development is in line with their age.",True,
1470157558564696022,2022.0,,,,1,,,,,
