entity_id,year_joined_nescafe_plan,training_sessions_male,training_sessions_female,training_sessions_youth,technical_visits,plantlets_received,plantlets_survived,condition_plantlets,renovation,expansion
1470002575936435710,2024.0,1,0,1,4 or more,,,,,
1470157558564695655,2022.0,,,,4 or more,,,,True,
1470157558564695976,2024.0,,,,2,,,,,
1470157558564695748,2022.0,,,,1,,,,True,
1470157558564695621,2022.0,,,,2,,,,,
1470157558564694696,2022.0,,,,2,,,,True,
1470157558564695719,2022.0,,,,4 or more,,,,True,
1470157558564695009,2022.0,,,,4 or more,,,,True,
1470157558564695323,2022.0,,,,4 or more,,,,True,
7955439997582573707,2024.0,,,,2,,,,,
7955439997582573750,2024.0,,,,0,,,,True,
1470157558564695896,2022.0,,,,3,,,,,True
7955662907699201170,2019.0,3,0,0,4 or more,,,,,
1470002575945826660,2023.0,2,0,0,4 or more,,,,,
1470157558564695510,2022.0,,,,1,,,,True,
1469592163271962113,2023.0,0,0,0,1,300.0,100.0,"Good: Plants are healthy, and phys. development is in line with their age.",True,
1469592163271961656,2015.0,4 or more,0,0,1,3000.0,84.0,"Good: Plants are healthy, and phys. development is in line with their age.",True,
1470157558564696041,2023.0,,,,2,,,,,
1469592163271962434,2022.0,3,0,0,0,1000.0,80.0,"Good: Plants are healthy, and phys. development is in line with their age.",True,
1470002575945826840,2022.0,0,0,0,0,,,,,
1470157558564695528,2022.0,,,,3,,,,True,
1470002575945828197,2014.0,4 or more,0,0,4 or more,375.0,78.66,"Good: Plants are healthy, and phys. development is in line with their age.",True,
1469592163271963764,2021.0,1,0,0,0,1500.0,95.0,"Good: Plants are healthy, and phys. development is in line with their age.",True,
1470157558564695683,2022.0,,,,1,,,,True,
1469592163271963897,2022.0,0,0,0,0,500.0,90.0,"Good: Plants are healthy, and phys. development is in line with their age.",True,
1469592163271956708,2022.0,0,4 or more,0,1,800.0,100.0,"Good: Plants are healthy, and phys. development is in line with their age.",True,
1470157558564695362,2021.0,,,,2,,,,True,
7955662907699201181,2022.0,4 or more,0,0,4 or more,,,,,
1469592163271957049,2021.0,2,0,0,2,2000.0,90.0,"Good: Plants are healthy, and phys. development is in line with their age.",True,
1470157558564694762,2022.0,,,,3,,,,,
1470157558564695971,2024.0,,,,3,,,,,
1469278379855004484,2024.0,1,1,0,3,,,,True,
7955439997582573852,2024.0,,,,0,,,,,
1469592163271966208,,,,,,,,,,
1470157558564694892,2022.0,,,,4 or more,,,,True,
1470157558564694811,2024.0,,,,3,,,,True,
1470002575936435544,2023.0,2,0,2,3,,,,,
1469592163271962452,2022.0,4 or more,0,0,2,500.0,100.0,"Good: Plants are healthy, and phys. development is in line with their age.",True,
7955439997587860139,2023.0,2,2,0,0,500.0,85.0,Average (some plants are poorly developed but others are healthy),True,
1469883818362504929,2019.0,1,2,0,4 or more,0.0,80.0,"Good: Plants are healthy, and phys. development is in line with their age.",True,
7955439997582574258,2024.0,,,,1,,,,True,
1469592163271951077,2022.0,1,0,0,0,1200.0,95.0,"Good: Plants are healthy, and phys. development is in line with their age.",True,
1470157558564695361,2018.0,,,,3,,,,True,
1469278379855011999,2014.0,2,1,0,4 or more,0.0,90.0,"Good: Plants are healthy, and phys. development is in line with their age.",True,
7955439997582573897,2025.0,,,,0,,,,True,
1470002575945820006,2023.0,2,0,0,2,,,,,
1470157558564695454,2023.0,,,,3,,,,True,
1470157558564695955,2022.0,,,,2,,,,True,
1470002575945819969,2023.0,3,0,0,2,,,,,
1469278379855012134,2022.0,3,0,0,0,,,,True,
1470157558564695707,2022.0,,,,1,,,,True,
1469278379855012195,2017.0,1,1,0,4 or more,,,,True,
1470157558564695072,2022.0,,,,2,,,,True,
1469278379855012035,2021.0,3,0,0,4 or more,50.0,0.0,Poor: Plants are poorly/under-developed (considering their age),True,
1470157558564695386,2021.0,,,,3,,,,,
1469278379855012093,,,,,,,,,,
1469278379855012118,2015.0,2,0,0,4 or more,,,,True,
7955439997582574177,2024.0,,,,1,,,,True,
7955439997582573822,2024.0,,,,0,,,,,
7955439997582573782,2022.0,,,,0,,,,,
1470157558564695154,2022.0,,,,1,,,,True,
1470002575945823122,2020.0,0,0,0,0,,,,True,
1470002575945819961,2018.0,1,0,0,3,,,,,
1470002575945819631,2014.0,4 or more,4 or more,4 or more,4 or more,2600.0,97.69,"Good: Plants are healthy, and phys. development is in line with their age.",False,True
1470157558564695090,2022.0,,,,3,,,,,
1470157558564695774,2022.0,,,,1,,,,True,True
1470157558564695579,2020.0,,,,3,,,,,
1470002575956819449,2022.0,0,0,0,0,1500.0,86.0,"Good: Plants are healthy, and phys. development is in line with their age.",True,
1470002575945819649,2014.0,4 or more,0,0,4 or more,0.0,97.14,"Good: Plants are healthy, and phys. development is in line with their age.",,True
1470157558564695134,2022.0,,,,1,,,,,
7955662907699201205,2023.0,2,0,0,4 or more,,,,,
1470002575945819562,2018.0,2,0,2,3,,,,,
1470157558564695932,2018.0,,,,2,,,,True,
1470002575945819418,2014.0,4 or more,4 or more,4 or more,4 or more,,,,False,
1470157558564695567,2023.0,,,,3,,,,,
1470002575945819660,2018.0,3,0,0,4 or more,,,,,
7955439997587862079,2015.0,2,0,0,2,1000.0,90.0,"Good: Plants are healthy, and phys. development is in line with their age.",True,
1470002575945820030,2023.0,4 or more,0,0,4 or more,,,,,
1470157558564695201,2022.0,,,,1,,,,,
1470002575936435220,2023.0,4 or more,0,0,3,,,,,
1469592163271957710,2023.0,3,0,0,1,400.0,85.0,"Good: Plants are healthy, and phys. development is in line with their age.",True,
1470002575945819650,2014.0,4 or more,0,0,4 or more,0.0,97.37,"Good: Plants are healthy, and phys. development is in line with their age.",,True
1469592163271952064,2021.0,1,0,0,1,900.0,80.0,"Good: Plants are healthy, and phys. development is in line with their age.",True,
7955439997582573679,2024.0,,,,1,,,,,
1470157558564695836,2022.0,,,,3,,,,,
1470002575945819662,2018.0,2,0,0,2,,,,,
1469592163271965018,2015.0,2,0,0,0,1500.0,95.0,"Good: Plants are healthy, and phys. development is in line with their age.",True,
1469592163271960033,2023.0,0,0,0,1,1200.0,90.0,"Good: Plants are healthy, and phys. development is in line with their age.",True,
7955439997582573772,2024.0,,,,1,,,,True,
1470002575945819639,2014.0,4 or more,4 or more,4 or more,4 or more,300.0,96.0,"Good: Plants are healthy, and phys. development is in line with their age.",True,
1469278379855009862,2019.0,2,0,0,2,,,,True,
1469592163271954845,2013.0,2,0,0,0,2000.0,85.0,"Good: Plants are healthy, and phys. development is in line with their age.",True,
7955439997582574029,2024.0,,,,2,,,,True,
1469278379855012981,2020.0,3,0,0,4 or more,,,,True,
1469278379855009801,2015.0,1,1,0,0,,,,True,
1470157558564695571,2022.0,,,,4 or more,,,,True,
1470002575956821719,2023.0,3,0,0,2,600.0,90.0,"Good: Plants are healthy, and phys. development is in line with their age.",True,
1470002575945823060,2016.0,0,0,0,0,,,,,
1470002575945819573,2020.0,4 or more,0,0,4 or more,,,,,
1470157558564695188,2022.0,,,,2,,,,,
1470002575945819447,2020.0,4 or more,0,0,4 or more,,,,,
1470002575945819474,2014.0,4 or more,0,0,4 or more,,,,,
1470002575945819886,2014.0,4 or more,0,0,4 or more,,,,,
7955439997582573956,2024.0,,,,0,,,,True,
1470002575945819673,2018.0,1,0,0,3,2500.0,94.0,"Good: Plants are healthy, and phys. development is in line with their age.",,True
1470157558564695798,2020.0,,,,2,,,,True,
1470002575945819865,2014.0,4 or more,0,0,4 or more,,,,,
1469592163271962078,2023.0,3,0,0,0,800.0,97.0,"Good: Plants are healthy, and phys. development is in line with their age.",True,
1470002575945819565,2014.0,4 or more,,,4 or more,,,,,
1469278379855012956,2019.0,3,0,0,4 or more,,,,True,
1470002575945819340,2014.0,4 or more,0,0,4 or more,,,,,
1469278379855012979,2019.0,3,0,0,4 or more,,,,True,
7955439997582574083,2024.0,,,,1,,,,True,
7955439997582573380,2023.0,,,,0,,,,True,
1469592163271965242,2020.0,1,0,0,0,1500.0,90.0,Average (some plants are poorly developed but others are healthy),True,
1469278379855012901,2019.0,2,1,0,4 or more,,,,True,
1470157558564695151,2022.0,,,,4 or more,0.0,100.0,"Good: Plants are healthy, and phys. development is in line with their age.",True,
1469592163271953490,2022.0,1,0,0,1,5000.0,95.0,"Good: Plants are healthy, and phys. development is in line with their age.",True,
7955439997583324761,2023.0,,,,2,,,,,
1470157558564695800,2021.0,,,,1,,,,True,False
7955439997583324905,2023.0,,,,4 or more,,,,,
1469278379855012971,2019.0,3,0,0,2,,,,True,
1469278379855009787,2015.0,2,0,0,2,,,,True,
1470157558564696089,2023.0,,,,2,,,,True,
7955439997582573354,2021.0,,,,1,,,,,
1469278379855009791,2020.0,0,3,0,3,,,,True,
7955662907699200965,2024.0,1,1,2,3,,,,,True
7955439997582574093,2024.0,,,,1,,,,True,
7955439997582573959,2021.0,,,,1,,,,True,
1469278379855012985,2019.0,3,0,0,3,,,,True,
7955439997583325890,2024.0,,,,1,,,,True,
7955439997583325089,2023.0,,,,3,0.0,,,False,
7955439997583325665,2024.0,,,,3,,,,True,
7955439997583325143,2023.0,,,,2,,,,True,
1469592163271954239,2018.0,1,0,0,3,750.0,90.0,"Good: Plants are healthy, and phys. development is in line with their age.",True,
7955439997583325117,2023.0,,,,3,,,,,
1469592163271962263,2021.0,3,0,0,2,4000.0,100.0,Average (some plants are poorly developed but others are healthy),True,
1469592163271956653,2020.0,1,0,0,2,700.0,90.0,"Good: Plants are healthy, and phys. development is in line with their age.",True,
1469592163271962368,2018.0,0,2,0,1,500.0,90.0,"Good: Plants are healthy, and phys. development is in line with their age.",True,
1469592163271958337,2021.0,3,0,0,1,600.0,100.0,"Good: Plants are healthy, and phys. development is in line with their age.",True,
7955439997583325939,2024.0,,,,1,,,,True,
7955439997583325875,2024.0,,,,1,,,,True,
7955439997583325325,2024.0,,,,2,,,,True,
7955439997583325348,2024.0,,,,2,,,,,
1470002575956821870,2023.0,1,0,0,0,200.0,100.0,"Good: Plants are healthy, and phys. development is in line with their age.",True,
1469278379855013358,2014.0,0,3,0,3,,,,True,
1469278379855013404,2015.0,0,3,0,3,25.0,100.0,"Good: Plants are healthy, and phys. development is in line with their age.",True,
1470002575956819363,2020.0,4 or more,0,0,2,500.0,80.0,Average (some plants are poorly developed but others are healthy),True,
1469278379855014583,2016.0,1,0,0,2,,,,True,
1470002575956821868,2023.0,0,3,0,0,185.0,97.0,"Good: Plants are healthy, and phys. development is in line with their age.",True,
1469592163271956256,2020.0,1,0,0,0,400.0,90.0,"Good: Plants are healthy, and phys. development is in line with their age.",True,
7955439997582576310,2024.0,,,,2,,,,True,
1469278379855014611,2015.0,2,0,0,1,30.0,100.0,"Good: Plants are healthy, and phys. development is in line with their age.",True,
7955439997582576316,2021.0,,,,0,,,,,
7955439997583325744,2024.0,,,,2,,,,True,
1470002575956819390,2021.0,2,0,0,0,500.0,98.0,"Good: Plants are healthy, and phys. development is in line with their age.",True,
7955439997582573318,2020.0,,,,2,,,,,
1470002575945827273,2019.0,1,0,0,1,,,,True,
7955439997583325269,2024.0,,,,2,,,,True,
1469592163271955087,2023.0,0,0,0,2,500.0,90.0,"Good: Plants are healthy, and phys. development is in line with their age.",True,
1470002575956821872,2023.0,3,0,0,0,185.0,100.0,"Good: Plants are healthy, and phys. development is in line with their age.",True,
1470002575945828406,2022.0,4 or more,0,0,2,,,,,
7955439997582573554,2024.0,,,,1,,,,True,
1469278379855014591,2015.0,0,2,0,2,50.0,95.0,"Good: Plants are healthy, and phys. development is in line with their age.",True,
1469278379855014596,2017.0,0,2,0,0,,,,True,
7955439997583325231,2024.0,,,,0,,,,True,
7955439997582576323,2022.0,,,,1,,,,True,
1469278379855013918,2019.0,0,3,0,4 or more,,,,True,
7955439997583325840,2024.0,,,,1,,,,True,
7955439997583325960,2024.0,,,,1,,,,True,
1469278379855013924,2023.0,0,2,0,4 or more,,,,True,
7955439997582576288,2024.0,,,,2,,,,True,
7955439997582573292,2021.0,,,,1,,,,,
7955439997582573484,2024.0,,,,1,,,,True,
7955439997583324735,2023.0,,,,3,,,,True,
7955439997583324753,2023.0,,,,3,,,,,
1470002575945827397,2019.0,2,0,0,3,,,,,
1470002575945827251,2019.0,4 or more,4 or more,0,3,,,,,
1470002575956819375,2023.0,0,0,0,3,1500.0,400.0,"Good: Plants are healthy, and phys. development is in line with their age.",,True
1469592163271956426,2023.0,2,0,0,0,2000.0,90.0,Average (some plants are poorly developed but others are healthy),True,
7955439997587860171,2023.0,3,3,0,0,500.0,95.0,"Good: Plants are healthy, and phys. development is in line with their age.",True,
1470002575956819248,2019.0,0,0,0,2,70.0,90.0,"Good: Plants are healthy, and phys. development is in line with their age.",True,
1469883818362505080,2022.0,3,0,0,1,,,,True,
1469592163271956428,2014.0,3,0,0,4 or more,4000.0,84.0,"Good: Plants are healthy, and phys. development is in line with their age.",True,
1469278379855005426,2012.0,3,0,0,4 or more,40.0,95.0,"Good: Plants are healthy, and phys. development is in line with their age.",True,
7955439997587860166,2024.0,3,3,0,3,1000.0,300.0,"Good: Plants are healthy, and phys. development is in line with their age.",True,
7955439997586929225,2015.0,1,2,2,4 or more,,,,True,
1469883818362505012,2013.0,3,0,0,2,,,,True,
7955439997583324848,2023.0,,,,3,,,,True,
1469278379855014451,2016.0,0,0,0,0,0.0,80.0,Average (some plants are poorly developed but others are healthy),True,
1470002575956819361,2022.0,2,0,0,1,500.0,95.0,"Good: Plants are healthy, and phys. development is in line with their age.",True,
7955439997583325860,2024.0,,,,1,,,,True,
7955439997583325094,2023.0,,,,2,,,,True,
1469278379855014731,2015.0,3,0,0,4 or more,,,,True,
7955439997583325804,2024.0,,,,1,,,,True,
1469592163271961931,2018.0,3,0,0,1,0.0,90.0,Average (some plants are poorly developed but others are healthy),True,
7955439997587862108,2022.0,3,0,0,2,3000.0,95.0,"Good: Plants are healthy, and phys. development is in line with their age.",True,
1470002575956819246,2019.0,0,0,0,0,1000.0,70.0,"Good: Plants are healthy, and phys. development is in line with their age.",True,
7955439997586929229,2015.0,3,0,0,4 or more,,,,True,
7955439997583325072,2024.0,,,,2,,,,False,
7955439997583325682,2024.0,,,,2,,,,True,
7955439997583325716,2024.0,,,,1,,,,,
7955439997583325714,2024.0,,,,2,,,,True,
7955439997583325743,2024.0,,,,2,,,,True,
7955439997583325814,2024.0,,,,2,,,,True,
1469278379855014657,2014.0,3,0,0,2,,,,True,
1469883818362505040,2015.0,3,0,0,4 or more,0.0,98.0,"Good: Plants are healthy, and phys. development is in line with their age.",False,True
7955439997583325136,2023.0,,,,3,,,,,
7955439997583325568,2024.0,,,,3,,,,,
1469278379855008683,2014.0,3,0,0,0,,,,True,
1469278379855004461,2014.0,2,1,0,1,0.0,98.0,"Good: Plants are healthy, and phys. development is in line with their age.",True,
1469278379854783274,2011.0,0,3,0,4 or more,700.0,92.0,"Good: Plants are healthy, and phys. development is in line with their age.",True,
1470002575945828365,2019.0,0,3,0,4 or more,,,,True,
7955439997588499916,2024.0,4 or more,0,2,4 or more,,,,,
1470002575945823114,2020.0,4 or more,4 or more,0,4 or more,,,,,
1470002575945827988,2019.0,4 or more,0,0,4 or more,,,,True,
1470002575945827721,2019.0,4 or more,2,2,4 or more,,,,True,
1470002575945823466,2020.0,3,0,0,3,,,,,
1470002575945827252,2019.0,0,4 or more,4 or more,4 or more,,,,,
7955439997588499934,2018.0,4 or more,0,0,2,,,,False,
1469592163271962897,2022.0,0,0,0,0,,,,True,
1470002575945828569,2020.0,4 or more,4 or more,4 or more,0,,,,,
1470002575945827587,2019.0,4 or more,4 or more,2,4 or more,,,,,
1470002575945826888,2019.0,4 or more,4 or more,0,4 or more,,,,,
1470002575945818823,2024.0,0,2,0,2,,,,,
1470002575945827224,2019.0,3,0,0,4 or more,,,,True,
1470002575945818760,2024.0,2,0,0,2,,,,,
1470002575945828561,2019.0,4 or more,4 or more,0,4 or more,,,,False,
1470002575945818801,2024.0,2,1,2,2,,,,,
1470002575945827204,2019.0,4 or more,0,0,4 or more,,,,,
1470002575945828048,2022.0,4 or more,0,0,3,,,,True,True
1470002575945827286,2014.0,4 or more,4 or more,0,2,0.0,90.0,"Good: Plants are healthy, and phys. development is in line with their age.",,True
1470002575945828609,2019.0,4 or more,0,0,3,,,,,
1470002575945818838,2024.0,2,,0,3,,,,,
1469592163271960926,2023.0,1,0,0,1,200.0,90.0,"Good: Plants are healthy, and phys. development is in line with their age.",True,
1470002575945818836,2024.0,2,0,0,2,,,,,
1470002575945818802,2024.0,2,0,0,3,,,,,
1470002575945828565,2019.0,0,4 or more,0,4 or more,,,,,
1470002575945826896,2019.0,3,0,0,3,,,,,
1470002575945818829,2024.0,2,0,0,2,,,,,
1470002575945818758,2025.0,2,0,0,2,,,,,
1470002575945818732,2024.0,4 or more,0,0,4 or more,,,,,
1470002575945818664,2024.0,2,0,0,4 or more,,,,,
1470002575945828612,2014.0,4 or more,2,0,4 or more,,,,,
1470002575945827111,2020.0,4 or more,0,0,3,,,,,
1470002575956819629,2019.0,0,1,0,1,0.0,80.0,Average (some plants are poorly developed but others are healthy),True,
1470002575945828452,2020.0,4 or more,0,0,3,,,,,
1469592163271955139,2025.0,2,0,0,2,1000.0,90.0,"Good: Plants are healthy, and phys. development is in line with their age.",True,
1469592163271962843,2024.0,1,0,0,0,,,,,
7955439997583325208,2024.0,,,,4 or more,,,,True,
7955439997587382970,2024.0,,,,1,,,,True,False
1469592163271960239,2010.0,0,0,0,1,,,,,
7955439997583325326,2024.0,,,,2,,,,True,
1470002575945818641,2020.0,4 or more,0,2,3,,,,,
7955439997583325028,2023.0,,,,3,,,,True,
7955439997583325019,2023.0,,,,2,,,,True,
7955439997587382976,2024.0,,,,1,,,,,
1470002575945828346,2016.0,4 or more,4 or more,0,2,,,,,
1470002575945827564,2014.0,4 or more,4 or more,0,4 or more,,,,,
7955439997583325633,2024.0,,,,2,,,,,
7955439997583325183,2024.0,,,,1,,,,True,
7955439997583325017,2023.0,,,,2,,,,True,
1470002575945818674,2023.0,1,1,0,1,,,,,
1469278379855014057,2018.0,0,1,0,1,,,,True,
1470002575945827296,2014.0,4 or more,4 or more,0,4 or more,,,,False,
1469278379855014078,2018.0,2,0,0,1,,,,True,
7955439997583324983,2023.0,,,,1,,,,True,
7955439997587382630,2024.0,,,,3,,,,True,
7955439997586929230,2019.0,3,1,0,4 or more,,,,True,
7955439997586929227,2019.0,3,0,0,4 or more,,,,True,
7955439997583324930,2024.0,,,,3,,,,,
1470002575945827301,2019.0,4 or more,0,0,3,,,,,
1470002575945827192,2014.0,4 or more,0,0,4 or more,,,,,
1470002575945818819,2020.0,4 or more,1,0,3,,,,,
1470002575945827882,2014.0,4 or more,2,0,3,,,,,
7955439997583325318,2024.0,,,,3,,,,True,
1470002575956819661,2021.0,2,0,0,0,,,,True,
7955439997587382959,2024.0,,,,2,,,,,
7955439997587382605,2018.0,,,,0,,,,,
7955439997583324994,2023.0,,,,1,,,,,
7955439997586929231,2024.0,0,4 or more,0,3,,,,,
1470002575945826974,2014.0,4 or more,0,2,2,,,,,
1469278379855014157,2013.0,0,3,0,1,,,,True,
1469278379855008618,2024.0,0,2,0,2,,,,True,
1469278379855014171,2018.0,2,1,0,3,0.0,80.0,Average (some plants are poorly developed but others are healthy),True,
1470002575945827026,2021.0,,4 or more,0,4 or more,,,,,
7955439997587382927,2025.0,,,,1,,,,True,
7955439997587382872,2025.0,,,,0,,,,True,
7955439997587382925,2025.0,,,,1,,,,True,
7955439997583324819,2023.0,,,,2,,,,True,
7955439997587382625,2022.0,,,,4 or more,,,,True,
1470002575945818834,2020.0,0,4 or more,0,4 or more,,,,,
7955439997583324912,2022.0,,,,3,,,,,
7955439997583324962,2023.0,,,,1,,,,True,
1470002575945827703,2014.0,4 or more,0,0,4 or more,,,,,True
7955662907700729406,,,,,,,,,,
7955439997583325219,2024.0,,,,2,,,,,
7955439997583923973,,,,,,,,,,
7955439997587382532,2024.0,,,,1,,,,,
7955439997587382600,2024.0,,,,1,,,,,
7955439997587382546,2024.0,,,,1,,,,,
7955439997587382711,2024.0,,,,1,,,,,
7955439997587859950,,,,,,,,,,
7955439997587382536,2024.0,,,,1,,,,,
7955439997587382655,2025.0,,,,0,,,,,
7955439997587382663,2025.0,,,,0,,,,True,
7955439997587382733,2024.0,,,,1,,,,True,
7955439997583324831,2023.0,,,,3,,,,True,
7955439997583325281,2024.0,,,,1,,,,True,
7955439997583324824,2023.0,,,,4 or more,,,,True,
7955439997587382477,2024.0,,,,1,,,,True,
1469278379855004689,2015.0,0,1,0,1,,,,True,
7955439997583324839,2023.0,,,,1,,,,True,
1469278379855004656,2015.0,2,0,0,4 or more,150.0,90.0,"Good: Plants are healthy, and phys. development is in line with their age.",True,
7955439997587382726,2024.0,,,,2,,,,,
7955439997583325030,2023.0,,,,0,,,,True,
1469278379855004745,2012.0,2,0,0,4 or more,,,,True,
7955439997583324818,2023.0,,,,4 or more,,,,True,
7955439997583324802,2023.0,,,,3,,,,True,
7955662907700729410,2023.0,2,0,0,4 or more,,,,False,True
7955439997587382343,2025.0,,,,0,,,,True,
7955662907700729413,,,,,,,,,,
1469278379855008981,2020.0,3,0,0,4 or more,,,,True,
7955439997587382427,2024.0,,,,2,,,,,
7955439997587382139,2025.0,,,,0,,,,True,
1469278379855008968,2020.0,1,0,0,2,,,,True,
7955439997583325445,2024.0,,,,1,,,,True,
1469278379855004642,2012.0,3,0,0,3,0.0,95.0,"Good: Plants are healthy, and phys. development is in line with their age.",True,
7955439997583324837,2023.0,,,,2,,,,True,
7955439997587382715,2015.0,,,,4 or more,,,,True,
1469592163271952223,2015.0,2,0,0,4 or more,10000.0,95.0,"Good: Plants are healthy, and phys. development is in line with their age.",True,
1469278379855004669,2014.0,0,3,0,0,,,,True,
1469278379855008939,2013.0,3,0,0,4 or more,0.0,90.0,"Good: Plants are healthy, and phys. development is in line with their age.",True,
7955439997587382313,2025.0,,,,0,,,,True,
7955439997587382181,2024.0,,,,2,,,,True,
1469278379855004819,2021.0,4 or more,0,0,3,,,,True,
1469278379855004566,2014.0,1,1,0,2,,,,True,
7955439997583325662,2024.0,,,,1,,,,True,
7955439997583325550,2024.0,,,,1,,,,True,
7955439997587382064,2024.0,,,,0,,,,,
7955439997587382070,2024.0,,,,1,,,,,
7955439997587382394,2024.0,,,,1,,,,,
7955439997587382084,2024.0,,,,1,,,,,
7955439997587382420,2025.0,,,,1,,,,True,
7955439997583325134,2024.0,,,,1,,,,True,
1469592163271960051,2015.0,2,0,0,0,,,,True,
7955439997583325172,2024.0,,,,1,,,,True,
1469592163271966521,2023.0,1,0,0,1,,,,,
1469592163271964201,2019.0,1,0,0,0,,,,True,
7955439997583324884,2023.0,,,,2,,,,True,
1469278379854782992,2012.0,3,0,0,1,,,,True,
7955439997583324780,2023.0,,,,3,,,,,
1469592163271966522,2023.0,1,0,0,1,,,,,
7955439997587381838,2004.0,,,,4 or more,,,,,
1469592163271963224,2022.0,3,0,0,2,800.0,97.5,"Good: Plants are healthy, and phys. development is in line with their age.",True,
7955439997587382142,2025.0,,,,1,,,,True,
7955439997583325179,2024.0,,,,1,,,,True,
1469278379855014870,2020.0,3,0,0,4 or more,,,,True,
1469278379855014850,2022.0,3,0,0,3,,,,True,
1469883818362505065,2023.0,0,3,0,0,,,,True,
1469883818362505068,2020.0,0,3,0,3,,,,True,
7955439997587381878,2024.0,,,,1,,,,,
1469592163271960747,2020.0,0,0,0,0,,,,True,
7955439997583324878,2023.0,,,,0,,,,True,
7955439997583324795,2000.0,,,,3,,,,,
1469592163271962153,2011.0,0,1,0,0,0.0,94.0,"Good: Plants are healthy, and phys. development is in line with their age.",True,
1469278379854677088,2014.0,0,2,0,1,200.0,100.0,"Good: Plants are healthy, and phys. development is in line with their age.",True,
1469278379854782863,2011.0,0,0,0,0,,,,,
7955439997587382117,2025.0,,,,3,,,,True,
7955439997583325440,2024.0,,,,1,,,,True,
1469278379855009149,2023.0,2,0,0,0,,,,True,
1469592163271958226,2013.0,2,0,0,0,,,,,
7955439997583325175,2024.0,,,,1,,,,True,
1469278379854677048,2011.0,0,3,0,2,400.0,80.0,Average (some plants are poorly developed but others are healthy),True,
1469883818362504748,2014.0,2,0,0,0,,,,True,
1469278379855009107,2023.0,2,1,0,0,,,,True,
7955439997587382012,2010.0,,,,4 or more,,,,True,
7955439997583325040,2023.0,,,,0,,,,True,False
1469278379855009143,2023.0,0,3,0,3,,,,True,
1469278379855008909,2020.0,1,0,1,1,,,,,
1469278379854782933,2011.0,3,0,0,4 or more,,,,True,
1469278379855008896,2023.0,2,0,0,2,,,,True,
7955439997587382020,2025.0,,,,0,,,,True,
1469278379854781842,2011.0,2,0,0,1,,,,True,
1469278379854781834,2011.0,3,0,0,0,,,,False,
1469278379854782526,2011.0,3,0,0,4 or more,30.0,100.0,"Good: Plants are healthy, and phys. development is in line with their age.",True,
1469278379854677051,2011.0,0,3,0,0,200.0,70.0,"Good: Plants are healthy, and phys. development is in line with their age.",True,
7955439997587382011,2023.0,,,,2,,,,,
7955439997583325486,2025.0,,,,2,,,,,
1469592163271960777,2015.0,0,1,1,2,1500.0,66.67,Average (some plants are poorly developed but others are healthy),True,
7955662907700729414,,,,,,,,,,
7955439997587381699,2024.0,,,,2,,,,True,
7955439997587381677,2024.0,,,,1,,,,,
7955439997587381683,2025.0,,,,0,,,,True,
7955439997587381706,2024.0,,,,0,,,,True,
7955439997587381932,2023.0,,,,1,,,,True,
1470002575956819706,2024.0,1,0,0,0,,,,,
7955439997587860202,2012.0,0,1,0,0,200.0,75.0,"Good: Plants are healthy, and phys. development is in line with their age.",True,
1469592163271967037,2024.0,0,0,0,0,500.0,20.0,Poor: Plants are poorly/under-developed (considering their age),True,
1469278379855005004,2017.0,1,0,0,4 or more,,,,True,
1469278379855008262,2020.0,3,0,0,2,,,,True,
1469278379855005101,2017.0,3,0,0,1,,,,True,
1469278379854782145,2011.0,3,0,0,2,,,,,
7955439997587381805,2024.0,,,,2,,,,True,
1469278379855008401,2014.0,2,0,0,4 or more,,,,True,
1469278379854782199,2022.0,2,0,0,3,,,,,
1469278379854783032,2011.0,3,0,0,4 or more,,,,True,
1469278379854782215,2024.0,1,0,0,3,,,,True,
1469592163271954209,2015.0,2,0,0,1,800.0,100.0,"Good: Plants are healthy, and phys. development is in line with their age.",True,
1469592163271960616,2024.0,0,0,0,0,,,,True,
7955439997587381884,2024.0,,,,2,,,,,
1469278379855008269,2020.0,3,0,0,1,,,,True,
7955439997587381959,2019.0,,,,2,,,,True,
1469592163271964117,2019.0,0,1,0,0,,,,True,
1469278379855008124,2015.0,2,0,0,2,0.0,95.0,"Good: Plants are healthy, and phys. development is in line with their age.",True,
1469278379854783035,2011.0,0,1,2,1,,,,True,
1469592163271966530,2013.0,0,1,0,0,2500.0,95.0,"Good: Plants are healthy, and phys. development is in line with their age.",True,
7955439997587381889,2022.0,,,,2,,,,True,
1469278379855008060,2021.0,0,1,0,0,,,,True,
1469278379854782985,2011.0,0,3,0,0,,,,,
1469278379854782123,2014.0,3,0,0,0,,,,True,
1469278379854781877,2011.0,1,2,0,4 or more,400.0,100.0,"Good: Plants are healthy, and phys. development is in line with their age.",True,
1469278379855008816,2016.0,2,0,2,3,,,,True,
1469278379855008041,2015.0,0,0,0,1,,,,True,
1469278379855008072,2015.0,1,0,0,1,,,,True,
1469278379855008812,2019.0,0,2,0,2,,,,True,
7955439997587381722,2024.0,,,,1,,,,True,
7955439997587381774,2024.0,,,,1,,,,,
1469278379854782996,2011.0,3,0,0,4 or more,500.0,100.0,Poor: Plants are poorly/under-developed (considering their age),True,
1469883818362504719,2023.0,0,3,0,3,,,,True,
1469883818362504819,2022.0,0,2,0,4 or more,,,,True,
7955439997587381738,2021.0,,,,0,,,,True,
